BE0000048	凝血酶原
BE0001231	去磷酸辅酶A激酶
BE0002006	烯醇基-[酰基载体蛋白]还原酶[NADH]FabI
BE0001233	李斯特菌溶素调节蛋白
BE0001270	6,7-二甲基-8-三硝基脲嗪合酶
BE0001260	细胞溶质胸苷激酶
BE0001272	2,3-二酮-L-古龙酸还原酶
BE0001242	半乳糖基半乳糖基木糖基蛋白3-β-葡萄糖醛酸转移酶1
BE0001288	髓样细胞上表达的触发受体1
BE0002501	可能的ATP依赖性RNA解旋酶DDX6
BE0002502	细胞色素P450
BE0002503	缺氧诱导因子1-α抑制剂
BE0002504	D-3-磷酸甘油酸脱氢酶
BE0002505	酰基-[酰基载体蛋白]-UDP-N-乙酰氨基葡萄糖O-酰基转移酶
BE0004525	V型质子ATP酶亚基C1
BE0002506	dTDP-4-脱氢血红蛋白酶3,5-差向异构酶
BE0002507	假定的非特征蛋白质
BE0002508	磷酸乙酰水解酶
BE0002509	假定的非特征蛋白质
BE0003074	羰基还原酶[NADPH]1
BE0001234	卤代烷脱卤酶
BE0002510	3,4-二羟基苯乙酸2,3-双加氧酶
BE0002511	同原儿茶酸2,3-双加氧酶
BE0003806	青霉素G酰化酶
BE0004034	原儿茶酸3,4-双加氧酶α链
BE0004035	原儿茶酸3,4-双加氧酶β链
BE0001263	B型肉毒神经毒素
BE0001253	2-脱氢-3-脱氧磷辛酸醛缩酶
BE0001227	2,3-二磷酸甘油酯非依赖性磷酸甘油酯变位酶
BE0001256	磷酸丙糖异构酶
BE0004460	β烯醇化酶
BE0004467	肌红蛋白
BE0002000	UDP葡萄糖6-脱氢酶
BE0001271	ATP依赖性脱硫鸟嘌呤合成酶BioD 1
BE0001237	腺苷酸激酶
BE0001254	腺苷酸激酶
BE0001255	腺苷酸激酶
BE0004477	腺苷酸激酶2，线粒体
BE0004536	腺苷酸激酶8
BE0001244	腺苷酸激酶
BE0001262	腺苷酸激酶同工酶1
BE0002512	环丙烷霉酸合酶MmaA2
BE0003738	环丙烷霉酸合酶1
BE0001243	环麦芽糊精葡聚糖转移酶
BE0001245	基因组多蛋白
BE0001265	Gag-Pol多蛋白
BE0001249	异柠檬酸脱氢酶[NADP]
BE0001239	异柠檬酸脱氢酶[NADP]
BE0004504	线粒体乌头酸水合酶
BE0004527	线粒体异柠檬酸脱氢酶[NADP]
BE0001251	异柠檬酸脱氢酶[NADP]细胞质
BE0001259	甲基异柠檬酸裂解酶
BE0002513	Wiskott-Aldrich综合征蛋白
BE0002050	Gag-Pol多蛋白
BE0000623	酪氨酸蛋白磷酸酶非受体1型
BE0001378	1-氨基环丙烷-1-羧酸脱氨酶
BE0001379	铁（3+）-羟肟酸结合蛋白FhuD
BE0003767	S期激酶相关蛋白1
BE0002051	释放因子谷氨酰胺甲基转移酶
BE0001402	Cap特异性mRNA（核苷-2'-O-）甲基转移酶
BE0001398	钴-precorrin-4 C（11）-甲基转移酶
BE0001144	蛋白质-L-异天冬氨酸（D-天冬氨酸）O-甲基转移酶
BE0000865	苯乙醇胺N-甲基转移酶
BE0001211	环丙烷霉酸合酶2
BE0001456	修饰甲基化酶RsrI
BE0002514	释放因子谷氨酰胺甲基转移酶
BE0004446	蛋白质精氨酸N-甲基转移酶3
BE0002515	核糖体RNA小亚基甲基转移酶H
BE0002516	rRNA腺嘌呤N-6-甲基转移酶
BE0002518	tRNA（胞苷（34）-2'-O）-甲基转移酶
BE0002519	修饰甲基化酶PvuII
BE0002520	基化酶
BE0002521	环丙烷霉酸合酶3
BE0004597	蛋白质精氨酸N-甲基转移酶1
BE0002522	Siroheme合酶
BE0002523	甲基化酶HhaI的修饰
BE0002524	组蛋白赖氨酸N-甲基转移酶SETD7
BE0002525	tRNA（鸟嘌呤-N（1）-）-甲基转移酶
BE0004441	二氢合酶
BE0002526	RdmB
BE0002527	tRNA（鸟嘌呤-N（1）-）-甲基转移酶
BE0002528	尿卟啉原III C-甲基转移酶
BE0002529	非特征蛋白质
BE0002530	趋化蛋白甲基转移酶
BE0002531	修饰甲基化酶TaqI
BE0002532	蛋白质-L-异天冬氨酸O-甲基转移酶
BE0004586	含邻苯二酚O-甲基转移酶结构域的蛋白质1
BE0001712	卡霉素4-O-甲基转移酶
BE0001382	NADPH铁氧还蛋白还原酶FprA
BE0001277	丝氨酸\/苏氨酸蛋白激酶pim-1
BE0001372	异亮氨酸-tRNA连接酶
BE0004438	核糖-5-磷酸异构酶
BE0002031	酪氨酸-tRNA连接酶
BE0004320	附睾特异性脂蛋白-9
BE0003739	肽基脯氨酰顺反异构酶NIMA相互作用1
BE0002533	反式唾液酸酶
BE0001401	酪氨酸蛋白激酶转化蛋白Src
BE0001296	ADP-L-甘油-D-甘露基庚糖-6-差向异构酶
BE0001311	二羟基丙酮激酶
BE0004584	5-羟色胺N-乙酰转移酶
BE0001289	二氢新喋呤醛缩酶
BE0004570	14-3-3蛋白质ε
BE0001097	丝裂原活化蛋白激酶10
BE0003789	C-Jun-氨基末端激酶相互作用蛋白1
BE0003791	双特异性蛋白激酶TTK
BE0001294	泛酸激酶
BE0004044	异戊烯基二磷酸δ异构酶1
BE0004045	4-羟基-3-甲基-2-苯基二磷酸还原酶
BE0001346	溶热素
BE0001327	硫胺磷酸合酶
BE0003425	cAMP依赖性蛋白激酶I型α调节亚单位
BE0001370	白喉毒素
BE0001413	可卡因酯酶
BE0001347	烟酸核苷酸焦磷酸化酶[羧化]
BE0001336	烟酸核苷酸焦磷酸化酶[羧化]
BE0001417	异戊烯基二磷酸δ异构酶
BE0001352	酪氨酸蛋白磷酸酶
BE0003195	芳基硫酸酯酶A
BE0002557	NPQTN特异性排序酶B
BE0004529	胰蛋白酶-2
BE0001377	枯草杆菌素
BE0002558	RdmC
BE0001321	砷酸还原酶
BE0001424	酪氨酸蛋白激酶
BE0001292	克鲁兹痛
BE0001504	组织蛋白酶F
BE0000994	乳转铁蛋白
BE0004436	硫酸乙酰肝素氨基葡萄糖3-O-磺基转移酶1
BE0001264	硫转移酶家族胞质2B成员1
BE0001306	非分泌性核糖核酸酶
BE0000927	硫转移酶1A1
BE0001541	硫酸乙酰肝素氨基葡萄糖3-O-磺基转移酶3A1
BE0000886	胆盐硫转移酶
BE0002559	双功能硫酸乙酰肝素N-脱乙酰酶\/N-磺基转移酶1
BE0002560	Holo-[酰基载体蛋白]合酶
BE0002561	硫转移酶家族胞浆1B成员1
BE0002016	支链氨基酸转氨酶
BE0001396	组氨酸磷酸转氨酶
BE0001326	铁色素铁受体
BE0001350	转醛醇酶B
BE0001345	葡聚糖1,3-β-葡萄糖苷酶
BE0001351	L-天冬酰胺酶2
BE0004482	甘露糖结合蛋白C
BE0002004	磷酸-2-脱氢-3-脱氧庚酸醛缩酶，对苯丙氨酸敏感
BE0001394	2-脱氢-3-脱氧磷辛酸醛缩酶
BE0002562	胶囊生物合成蛋白
BE0000906	磷酸烯醇式丙酮酸羧激酶，胞浆[GTP]
BE0001721	磷酸-2-脱氢-3-脱氧庚酸醛缩酶
BE0001405	奎因-tRNA核糖基转移酶
BE0002563	细胞色素c'
BE0002564	第1组截断血红蛋白GlbN
BE0001353	半乳糖凝集素-3
BE0001338	氨通道
BE0001320	氯霉素乙酰转移酶
BE0002565	B12非依赖性甘油脱水酶
BE0004496	肌醇-3-磷酸合酶1
BE0001393	新普鲁兰酶1
BE0001371	环麦芽糊精葡聚糖转移酶
BE0001407	葡聚糖1,4-α-麦芽六糖苷酶
BE0001386	α淀粉酶
BE0002566	氨基糖苷2'-N-乙酰转移酶
BE0003758	糜蛋白酶样弹性蛋白酶家族成员1
BE0001310	甲酰辅酶A转移酶
BE0001298	丙酮酸脱氢酶复合物的二氢脂酰赖氨酸残基乙酰转移酶组分
BE0001323	N-氨甲酰-D-氨基酸水解酶
BE0001355	pH门控钾通道
BE0003836	Igκ链C区
BE0004151	UDP葡萄糖醛酸转移酶3A1
BE0001365	细菌叶绿素a蛋白
BE0001362	细菌叶绿素a蛋白
BE0000931	GPI连接的NAD（P）（+）——精氨酸ADP核糖转移酶1
BE0001297	2,3,4,5-四氢吡啶-2,6-二羧酸N-琥珀酰转移酶
BE0001357	β磷酸葡萄糖变位酶
BE0001282	氮调节蛋白NR（I）
BE0003417	组织蛋白酶K
BE0001303	2-C-甲基-D-赤藓糖醇2,4-环二磷酸合酶
BE0004515	聚（A）聚合酶α
BE0002630	WbpP
BE0004498	糖原-1
BE0001334	α，α-海藻糖磷酸合酶[UDP形成]
BE0001419	半乳糖-1-磷酸尿苷酸转移酶
BE0001521	UDP葡萄糖4-差向异构酶
BE0001910	葡萄糖-1-磷酸胸苷酰基转移酶
BE0001901	UDP葡萄糖4-差向异构酶
BE0001934	DNAβ葡萄糖基转移酶
BE0004501	含糖基转移酶6结构域的蛋白质1
BE0001421	β-半乳糖苷酶
BE0001404	半乳糖苷O-乙酰转移酶
BE0002567	乳糖操纵子阻遏子
BE0001278	包含A家族成员4的Pleckstrin同源结构域
BE0001300	磷酸酪氨酸、3-磷酸酪氨酸和3-磷酸肌醇的双转接器
BE0001627	三磷酸肌醇3-激酶A
BE0002654	细胞粘附素-2
BE0004433	细胞粘附素-3
BE0004242	ADP核糖基化因子6
BE0001273	蛋白质谷氨酰胺γ谷氨酰转移酶E
BE0001380	细胞分裂蛋白FtsZ
BE0004558	Ras相关蛋白Rab-11A
BE0004457	α-淀粉酶2B
BE0002584	软骨素酶（软骨素裂解酶）
BE0001329	软骨素酶-B
BE0001416	软骨素酶AC
BE0001425	微管蛋白α-3C\/D链
BE0001408	微管蛋白β-4A链
BE0001415	微管蛋白β-3链
BE0001388	微管蛋白α-1C链
BE0001359	微管蛋白α-8链
BE0001275	微管蛋白α-1B链
BE0001313	尿酸降解双功能蛋白
BE0001291	UDP-N-乙酰氨基葡萄糖1-羧乙烯基转移酶
BE0001293	光活性黄蛋白
BE0004033	组氨酸解氨酶
BE0001855	巨噬细胞移动抑制因子
BE0001319	蛋氨酸氨基肽酶
BE0004187	蛋氨酸氨基肽酶
BE0001363	致命因素
BE0001342	Gag-Pol多蛋白
BE0001072	细胞周期蛋白依赖激酶2
BE0003418	胰岛素样生长因子I
BE0001400	Pol多蛋白
BE0001325	天冬氨酸-tRNA连接酶
BE0001374	磷酸载体蛋白
BE0004508	囊泡融合ATP酶
BE0004574	类ERO1蛋白β
BE0001409	胸苷酸合成酶
BE0001307	铁螯合酶
BE0001790	自溶素
BE0002637	截断转座酶
BE0001337	蓝精灵
BE0001317	细胞溶质乙酰辅酶A乙酰转移酶
BE0004171	髓鞘P2蛋白
BE0001422	乙酰辅酶A乙酰转移酶
BE0001328	腐胺结合周质蛋白
BE0001301	单体肌氨酸氧化酶
BE0003761	cAMP依赖性蛋白激酶催化亚单位α
BE0001339	外葡聚糖酶\/木聚糖酶
BE0001308	联苯-2,3-二醇1,2-双加氧酶
BE0001302	二氢叶酸还原酶
BE0004001	线粒体二氢叶酸还原酶
BE0001387	泛酸合成酶
BE0001322	信号肽酶I
BE0003783	溶热素
BE0001997	核糖激酶
BE0001366	鸟苷酰特异性核糖核酸酶Sa
BE0001281	Hut操纵子阳性调节蛋白
BE0001525	二氢乳清酸脱氢酶（醌）
BE0001613	（S） -2-卤代酸脱卤酶
BE0001778	β-内酰胺酶OXA-2
BE0001988	过氧化氢酶
BE0001792	信号识别颗粒蛋白
BE0001668	链霉亲和素
BE0001905	甲基乙二醛合酶
BE0002624	C末端结合蛋白1
BE0001966	6-磷酸葡萄糖酸内酯酶
BE0002640	柠檬酸裂解酶亚单位β样蛋白
BE0002641	外周质膜蛋白桶
BE0002642	鸟苷酸激酶
BE0002643	可能丁酸激酶2
BE0004623	γ-谷氨酰胺环转移酶
BE0004470	小白蛋白α
BE0004569	酰基磷酸酶-2
BE0002644	非特征蛋白质
BE0002645	精氨酸N-琥珀酰转移酶亚单位α
BE0002646	推测的甘露糖-6-磷酸异构酶YvyI
BE0002647	ABC型转运体，周质亚单位
BE0002648	可能磷酸酶YcdX
BE0002649	吩嗪生物合成蛋白PhzD
BE0002650	草酸脱羧酶
BE0002651	推测的酮酰还原酶
BE0002652	盖菲林
BE0002653	乙二醛酶家族蛋白
BE0002655	谷胱甘肽辅酶A脱羧酶亚单位α
BE0002656	转录调节因子，IclR家族
BE0002657	过氧化氢酶
BE0002658	推测的L-鼠李糖变位酶
BE0002660	谷氨酰胺酶1
BE0002661	谷氨酰胺酶1
BE0002662	钼蝶呤合酶催化亚基
BE0002663	假定转氨酶
BE0002664	铁结合蛋白
BE0002665	DNA回旋酶B亚单位
BE0001368	推测的羟丙酮酸异构酶YgbM
BE0001285	δ-氨基乙酰丙酸脱水酶
BE0001381	3-磷莽草酸1-羧乙烯基转移酶
BE0001397	中的枯草菌溶素
BE0001475	肽去甲酰化酶
BE0000597	对氨基苯甲酸合酶组分1
BE0003893	肌球蛋白-14
BE0003890	肌张力素蛋白激酶
BE0002666	核酸内切酶III
BE0001414	内质网甘露糖基低聚糖1,2-α-甘露糖苷酶
BE0001276	核糖体小亚基假尿苷合酶A
BE0002005	青霉素不敏感的murein内肽酶
BE0001384	α-酮戊二酸依赖牛磺酸双加氧酶
BE0001392	胆酰甘氨酸水解酶
BE0001318	脱氧尿苷5'-三磷酸核苷酸水解酶
BE0001364	脱氧尿苷5'-三磷酸核苷酸水解酶
BE0001175	前激活多肽
BE0001412	细胞分裂蛋白ZipA同源物
BE0004000	细胞分裂蛋白ZipA
BE0002667	蓝胆鱼尾草素
BE0004459	柠檬酸合成酶，线粒体
BE0001420	尿苷酸水合酶
BE0002351	鸟苷酸激酶
BE0001290	响应调节器PleD
BE0001360	DNA聚合酶
BE0001376	GMP还原酶1
BE0001634	双功能蛋白
BE0001375	酰胺磷酸核糖转移酶
BE0002009	黄嘌呤磷酸核糖转移酶
BE0002668	双功能腺苷钴胺素生物合成蛋白CobU
BE0002042	酰胺磷酸核糖转移酶
BE0001279	枯草杆菌蛋白酶
BE0001299	羧亚甲基丁烯醇酸酶
BE0001331	衣壳支架蛋白
BE0001418	碱性蛋白酶
BE0001348	ADP核糖焦磷酸酶
BE0002669	MutT\/nudix家族蛋白
BE0001395	细菌亮氨酸氨基肽酶
BE0002670	Iota卡拉胶酶
BE0002671	AlgQ1
BE0002672	AlgQ2
BE0001314	克拉维酸合酶1
BE0002003	丙酮酸脱氢酶E1组分
BE0003274	吲哚-3-丙酮酸脱羧酶
BE0003275	羧乙基精氨酸合酶
BE0003276	转酮酶1
BE0001531	乙酰乳酸合酶，分解代谢
BE0004479	Tolloid样蛋白2
BE0004545	核受体RORα
BE0001333	UDP-3-O-[3-羟基肉豆蔻酰]N-乙酰氨基葡萄糖脱乙酰基酶
BE0001916	乙酰辅酶A合成酶
BE0004476	酰基辅酶A结合蛋白
BE0001899	甲酰辅酶A转移酶
BE0001666	巴豆酰辅酶A：肉碱辅酶A转移酶
BE0001741	甲酸乙酰转移酶1
BE0001750	苹果酸合酶G
BE0001856	3-羟基-3-甲基戊二酰辅酶A还原酶
BE0001757	磷酸泛乙烯腺苷酸转移酶
BE0001823	Holo-[酰基载体蛋白]合酶
BE0001716	蛋白酶合酶和产孢负调控蛋白PAI 1
BE0001953	庆大霉素3'-乙酰转移酶
BE0001383	脂肪酸代谢调节蛋白
BE0004578	组蛋白乙酰转移酶KAT5
BE0002675	乙酰转移酶
BE0002676	非特征N-乙酰转移酶YvbK
BE0002677	氨基糖苷N（6’）-乙酰转移酶1型
BE0002678	酰基辅酶A水解酶
BE0002679	非特征酰基辅酶A硫酯水解酶HI_0827
BE0002680	3-氧酰基-[酰基载体蛋白]合酶3
BE0002681	霉硫醇乙酰转移酶
BE0004583	组蛋白乙酰转移酶KAT2A
BE0002682	酰基辅酶A水解酶
BE0002683	组蛋白乙酰转移酶KAT2B
BE0002684	1,4-二羟基-2-萘酰-CoA合酶
BE0002685	柠檬酸合成酶
BE0002686	Aac（6’）-Ii蛋白
BE0002687	4'-磷酸泛乙烯基转移酶sfp
BE0002688	非特征蛋白质
BE0002689	丝氨酸乙酰转移酶
BE0002690	柠檬酸合成酶
BE0002575	4-羟基苯甲酰辅酶A硫代酯酶
BE0002025	双功能蛋白GlmU
BE0001344	丙氨酸消旋酶
BE0001410	2-羟基粘液酸互变异构酶
BE0001108	己糖激酶-1
BE0001369	磷酸甘露突变酶\/磷酸葡萄糖变位酶
BE0001309	麦芽糖-6'-磷酸葡萄糖苷酶
BE0001423	谷氨酰胺——果糖-6-磷酸转氨酶[异构化]
BE0001390	6-磷酸-β-葡萄糖苷酶BglT
BE0001199	葡萄糖-6-磷酸异构酶
BE0001341	酪氨酸蛋白激酶ITK\/TSK
BE0001316	酪氨酸蛋白激酶
BE0001373	MAP激酶活化蛋白激酶2
BE0001315	磷脂酰肌醇4,5-二磷酸3-激酶催化亚单位γ亚型
BE0001385	蛋白激酶Cθ型
BE0001312	酪氨酸蛋白激酶ZAP-70
BE0002691	推测的蝶呤还原酶2
BE0001466	羊毛甾醇合酶
BE0001474	类胰蛋白酶β-2
BE0001546	硫胺酶-2
BE0001455	羟甲基嘧啶\/磷酸甲基嘧啶激酶
BE0001520	8-氧代-dGTP二磷酸酶
BE0001389	芳香族氨基酸转氨酶
BE0002692	转氨酶
BE0001555	二氢叶酸还原酶
BE0004544	Tubby蛋白同系物
BE0000950	双功能环氧化物水解酶2
BE0001433	一氧化氮合酶加氧酶
BE0001438	胸苷酸合酶
BE0002693	FEZ-1蛋白
BE0002694	碳青霉烯水解β-内酰胺酶BlaB-1
BE0003355	金属β-内酰胺酶L1
BE0004195	β-内酰胺酶
BE0004196	有机抗过氧化氢蛋白，推测
BE0003505	α-甘露糖苷酶2
BE0004538	棕榈酰蛋白硫酯酶1
BE0001486	肽去甲酰化酶
BE0003132	氨基脱氧胆酸裂解酶
BE0001512	UDP-4-氨基-4-脱氧-L-阿拉伯糖-氧谷氨酸转氨酶
BE0001506	2,2-二烷基甘氨酸脱羧酶
BE0002695	3-羟基-3-甲基戊二酰辅酶A合酶
BE0002696	内切酶
BE0001440	V型钠ATP酶亚单位K
BE0003872	含去整合素和金属蛋白酶结构域的蛋白质28
BE0000890	细胞周期蛋白依赖激酶5
BE0001082	细胞周期蛋白依赖激酶1
BE0003819	细胞周期素依赖性激酶5激活剂1
BE0001557	核糖-5-磷酸异构酶A
BE0002544	ADP核糖焦磷酸酶
BE0001561	谷氨酸-1-半醛2,1-氨基变位酶
BE0001707	CDP葡萄糖4,6-脱水酶
BE0004281	延伸系数2
BE0002052	乳酸醛还原酶
BE0003362	NAD依赖性蛋白脱酰酶sirtuin-5，线粒体
BE0001523	对羟基苯甲酸羟化酶
BE0002697	ADP化合物水解酶
BE0004547	NAD依赖性蛋白脱乙酰酶sirtuin-3，线粒体
BE0001539	内切葡聚糖酶G
BE0001451	内切葡聚糖酶
BE0002699	糖基转移酶
BE0002011	嘌呤核苷磷酸化酶DeoD型
BE0001516	次黄嘌呤鸟嘌呤黄嘌呤磷酸核糖转移酶
BE0001436	耐热葡萄糖酸激酶
BE0001484	外膜脂蛋白
BE0004295	Profilin-2
BE0004296	外膜脂蛋白
BE0004297	非特征蛋白质
BE0004298	丝氨酸乙酰转移酶
BE0004299	转录调节因子
BE0004300	ABC转运蛋白，周质基质结合蛋白
BE0004301	转酮酶
BE0004478	Ras相关蛋白Rab-8B
BE0001210	Gag-Pol多蛋白
BE0002012	蛋氨酸氨基肽酶
BE0003734	细胞周期蛋白A2
BE0001503	脂肪酶3
BE0001480	尿苷胞苷激酶2
BE0001594	Gag-Pol多蛋白
BE0004563	丝氨酸蛋白酶抑制剂Kazal 6型
BE0000939	组织蛋白酶B
BE0001441	腺苷酸琥珀酸合成酶
BE0002231	腺苷酸琥珀酸合成酶同工酶1
BE0002700	腺苷酸琥珀酸合成酶
BE0001448	L-乳酸脱氢酶
BE0001450	2-氨基-4-羟基-6-羟甲基二氢蝶呤焦磷酸激酶
BE0001443	脂肪族酰胺酶表达调节蛋白
BE0001430	β-内酰胺酶
BE0001274	β-内酰胺酶OXA-10
BE0001999	7-α-羟基类固醇脱氢酶
BE0001548	反式-2,3-二氢-3-羟基邻氨基苯甲酸异构酶
BE0001535	对硫磷水解酶
BE0004036	对硫磷水解酶
BE0001452	二氢乳糖酶
BE0001507	丙酮酸裂解酶
BE0001426	β-内酰胺酶2
BE0001556	嘌呤核苷磷酸化酶2
BE0001458	醛氧化还原酶
BE0001553	角鲨烯-霍普烯环化酶
BE0003970	组织蛋白酶原H
BE0001481	组氨酸磷酸转氨酶
BE0001509	D-丙氨酸转氨酶
BE0001465	天冬氨酸转氨酶
BE0001510	4-氨基丁酸氨基转移酶
BE0001505	磷脂酰肌醇转移蛋白α亚型
BE0001472	单ADP核糖转移酶C3
BE0001537	蛋氨酸-tRNA连接酶
BE0000915	肝细胞生长因子受体
BE0000870	双特异性丝裂原活化蛋白激酶1
BE0001464	吡哆胺激酶
BE0001491	脊索状变位酶
BE0001462	S-核糖同型半胱氨酸裂解酶
BE0001485	二甲基亚砜\/三甲胺N-氧化物还原酶
BE0001972	过氧化物酶氧还蛋白-2
BE0001651	肽去甲酰化酶
BE0002702	丙二酰胺酶E2
BE0002703	合成酶
BE0002704	渗透诱导蛋白C
BE0001559	β-内酰胺酶IMP-1
BE0003881	β-内酰胺酶
BE0001524	异柠檬酸脱氢酶[NADP]
BE0003766	羟酸氧化酶1
BE0001447	丝氨酸\/苏氨酸蛋白磷酸酶PP1γ催化亚单位
BE0001220	木糖异构酶
BE0001461	谷氨酸消旋酶
BE0001917	Sigma因子SigB调节蛋白RsbQ
BE0001513	天冬氨酸1-脱羧酶
BE0002707	推测的细胞色素P450
BE0002708	U1小核核糖核蛋白A
BE0001502	甘氨酰肽N-十四烷酰转移酶
BE0003780	甘氨酰肽N-十四烷酰转移酶2
BE0001442	厌氧核糖核苷三磷酸还原酶
BE0001998	可溶性细胞色素b562
BE0004111	乳糖酶样蛋白
BE0004486	DNA核苷酸转移酶
BE0004629	外生骨疣样2
BE0001429	UDP-N-乙酰己糖胺焦磷酸化酶
BE0001428	UDP-N-乙酰氨基葡萄糖2-差向异构酶
BE0000214	组织血型ABO系统转移酶
BE0001454	UDP-N-乙酰葡萄糖胺--N-乙酰壁酰-（五肽）焦磷酰十一烯醇N-乙酰葡萄糖胺转移酶
BE0002709	脊索状变位酶
BE0004444	基质细胞衍生因子2
BE0001536	糖体甘油醛-3-磷酸脱氢酶
BE0001540	吡哆醇5'-磷酸合酶
BE0002711	链A，紫铜蛋白亚硝基蓝蛋白
BE0001076	GTPase HRA
BE0001514	Holliday连接ATP依赖性DNA解旋酶RuvB
BE0001477	不耐热肠毒素B链
BE0001496	霍乱肠毒素B亚单位
BE0001449	6,7-二甲基-8-三硝基脲嗪合酶
BE0000941	组织蛋白酶D
BE0001515	5’（3’）-脱氧核糖核酸酶，线粒体
BE0002713	淀粉酶
BE0001560	磷脂酶C
BE0001459	邻苯二酚1,2-双加氧酶
BE0001532	L-天冬酰胺酶
BE0001483	一氧化氮合酶加氧酶
BE0002714	蛋白酶
BE0001786	过氧化氢酶
BE0001547	磷酸核糖甘氨酸酰胺甲酰转移酶2
BE0001476	磷酸核糖甘氨酸酰胺甲酰转移酶
BE0001500	葡聚糖1,4-α-麦芽三羟化酶
BE0001427	新普鲁兰酶2
BE0001551	锥虫硫酮还原酶
BE0002715	邻琥珀酰苯甲酸合酶
BE0004273	邻琥珀酰苯甲酸-CoA合酶
BE0002716	类胡萝卜素-15,15'-加氧酶
BE0004104	聚集蛋白聚糖核心蛋白
BE0001469	葡萄糖-6-磷酸异构酶B
BE0002002	δ-氨基乙酰丙酸脱水酶
BE0001432	神经节苷脂GM2激活剂
BE0005561	血小板活化因子受体
BE0002008	二氢乳清酸脱氢酶A（富马酸）
BE0002606	甘油醛-3-磷酸脱氢酶
BE0002717	NADP依赖的甘油醛-3-磷酸脱氢酶
BE0002057	甘油醛-3-磷酸脱氢酶A
BE0001457	补体控制蛋白C3
BE0001411	破伤风毒素
BE0001471	精氨琥珀酸合酶
BE0001468	神经氨酸酶
BE0001517	法尼基二磷酸合酶
BE0004050	腺苷酸二甲基烯丙基转移酶
BE0004051	二甲基烯丙基转移酶
BE0001519	腺苷甲硫氨酸-8-氨基-7-氧酮酸转氨酶
BE0001488	2-氨基-4-羟基-6-羟甲基二氢蝶呤焦磷酸激酶
BE0001286	苯甲酰甲酸脱羧酶
