C0000786	['流产（自然流产）']
C1265944	['癌前淋巴增生（形态学异常）']
C1265945	['假淋巴瘤病变（形态异常）']
C1265946	['局灶性腺瘤性增生']
C1265947	['多灶性腺瘤性增生']
C1265948	['弥漫性腺瘤性增生']
C1265949	['播散性腺瘤性增生']
C1265950	['部分腺瘤性增生']
C1265951	['癌前腺瘤性增生']
C1265952	['非典型黑素细胞增生（形态异常）']
C1265954	['局灶性化生（形态异常）']
C1265955	['弥漫性化生（形态异常）']
C1265956	['非典型化生（形态异常）']
C1265957	['癌前化生（形态异常）']
C1265958	['细支气管化']
C1265959	['局灶性表皮样化生']
C1265960	['弥漫性表皮样化生']
C1265961	['癌前表皮样化生']
C1265962	['纤毛化生']
C1265963	['局灶性腺体化生（形态异常）']
C1265964	['弥漫性腺体化生（形态异常）']
C1265965	['癌前腺化生（形态异常）']
C1265966	['非典型肠化生（形态异常）']
C1265969	['矿化受损']
C1265970	['局灶性增生（形态异常）']
C1265971	['不典型增生（形态异常）']
C1265972	['宫颈内膜病（形态异常）']
C1265975	['发炎性息肉（形态异常）']
C1265979	['反应性纤维化（形态学异常）']
C1265980	['玻璃样纤维化']
C1265981	['纤维化和\\/或修复异常（形态学异常）']
C1265984	['弥漫性纤维化（形态学异常）']
C1265985	['结节性纤维化（形态学异常）']
C1265986	['多灶性纤维化（形态学异常）']
C1265991	['骨烧伤（形态异常）']
C1265992	['牙本质灼伤（形态异常）']
C1268811	['第二组接枝反应']
C1268888	['个人口腔卫生并发症']
C1272769	['嗜酸性细胞变性（形态学异常）']
C1272859	['亚急性增殖性炎症（形态学异常）']
C1273349	['安非他酮引起的不良反应（紊乱）']
C1273603	['亚急性脓肿（形态异常）']
C1274205	['激光手术并发症（疾病）']
C1274207	['对诊断程序的不良皮肤反应（疾病）']
C1274276	['蜘蛛毛细血管扩张症与妊娠（诊断）']
C1274294	['儿童急性出血性水肿']
C1274901	['静脉曲张钙质沉着症（疾病）']
C1274902	['特发性阴囊钙质沉着症（疾病）']
C1275009	['疼痛性手术疤痕（发现）']
C1275011	['术后广泛瘀伤（障碍）']
C1275029	['皮肤手术并发症（疾病）']
C1275064	['草药引起的不良皮肤反应（疾病）']
C1275066	['顺势疗法药物引起的不良皮肤反应（疾病）']
C1275067	['针灸引起的不良皮肤反应（疾病）']
C1275069	['对替代疗法的皮肤不良反应（导航概念）']
C1275142	['新生儿医源性皮肤创伤（疾病）']
C1275143	['新生儿足跟刺伤后钙质沉着症（紊乱）']
C1275145	['新生儿吸吮水泡（疾病）']
C1275146	['新生儿生理性脱皮']
C1275276	['骨性脉络膜瘤']
C1275292	['真菌前期疹（疾病）']
C1275333	['霍奇金病的皮肤浸润（诊断）']
C1275334	['霍奇金病的非特异性皮肤反应']
C1275335	['霍奇金病致黑色素增多症']
C1275435	['铝过敏（发现）']
C1275741	['复杂线']
C1276402	['异常血压（发现）']
C1277201	['骨转移性骨折']
C1277202	['烧伤上肢后遗症']
C1277272	['针法感染（疾病）']
C1279213	['铁锈化（形态异常）']
C1279378	['腘动脉闭塞']
C1279439	['产科血块肺栓塞（疾病）']
C1279603	['原发性扁桃体切除术后出血']
C1279604	['扁桃体切除术后继发性出血']
C1280627	['新生儿脑出血']
C1280751	['焦点扩大']
C1282466	['脊髓刺激器移位（障碍）']
C1285168	['抗体介导的激活和失活（疾病）']
C1285169	['抗体介导的细胞溶解（紊乱）']
C1285181	['心血管疾病后遗症（疾病）']
C1285185	['细胞介导的细胞毒性反应（疾病）']
C1285187	['冷冻治疗程序的并发症（疾病）']
C1285188	['透热手术并发症（障碍）']
C1285189	['水疗程序的并发症（障碍）']
C1285190	['导入程序的并发症（障碍）']
C1285191	['操作程序并发症（紊乱）']
C1285192	['观察程序并发症（紊乱）']
C1285196	['穿刺手术并发症（障碍）']
C1285197	['复位手术并发症（障碍）']
C1285198	['呼吸治疗程序的并发症（疾病）']
C1285199	['牵引手术并发症（障碍）']
C1285216	['先天性疾病后遗症（疾病）']
C1285222	['淋巴系统囊性疾病（疾病）']
C1285227	['骨退行性疾病']
C1285228	['软骨退变']
C1285231	['肌肉退行性疾病']
C1285234	['退行性疾病后遗症（疾病）']
C1285235	['手术的皮肤病并发症（疾病）']
C1285240	['胃肠道疾病后遗症（紊乱）']
C1285243	['发育性遗传性疾病']
C1285262	['直肌鞘紊乱（紊乱）']
C1285272	['内分泌系统手术并发症（紊乱）']
C1285297	['胃肠道手术并发症（紊乱）']
C1285300	['手术的血液学并发症']
C1285305	['免疫系统手术并发症（疾病）']
C1285328	['疾病的传染性后遗症（疾病）']
C1285356	['程序的代谢并发症（紊乱）']
C1285376	['手术的肿瘤并发症（疾病）']
C1285377	['疾病的肿瘤后遗症（疾病）']
C1285382	['手术的神经并发症（障碍）']
C1285402	['手术的周围血管并发症（疾病）']
C1285417	['手术的肾并发症（疾病）']
C1285420	['生殖系统手术并发症（紊乱）']
C1285425	['心血管疾病（疾病）后遗症']
C1285426	['按后遗症系统分类的疾病后遗症（疾病）']
C1285427	['按疾病系统分类的疾病后遗症（疾病）']
C1285428	['内分泌失调（失调）后遗症']
C1285429	['胃肠道疾病（紊乱）后遗症']
C1285430	['遗传性疾病（疾病）后遗症']
C1285431	['炎症性疾病（疾病）后遗症']
C1285432	['肿瘤性疾病（疾病）的后遗症']
C1285433	['神经系统疾病（障碍）后遗症']
C1285434	['营养失调（失调）后遗症']
C1285436	['生殖障碍（障碍）后遗症']
C1285460	['外伤性手术并发症（障碍）']
C1285466	['尿失调症后遗症（失调症）']
C1285468	['泌尿系统手术并发症（疾病）']
C1285470	['手术的视觉系统并发症（障碍）']
C1290050	['汗腺导管扩张（紊乱）']
C1290065	['治疗后的粘膜炎（疾病）']
C1290066	['化疗后粘膜炎（疾病）']
C1290067	['接触性粘膜炎症']
C1290327	['外科纤毛囊肿（疾病）']
C1290533	['全身性疾病导致的迟发性全身性牙齿萌出']
C1290578	['近牙异位萌出导致的早熟脱落（疾病）']
C1290580	['外伤后牙根吸收导致牙齿过早脱落（疾病）']
C1290581	['单个牙齿延迟脱落（紊乱）']
C1290582	['与之前的创伤（疾病）相关的延迟单牙脱落']
C1290671	['下颌异常张开（紊乱）']
C1290673	['下颌开口偏斜（紊乱）']
C1290772	['尿毒症性口炎']
C1290773	['接触性口炎（疾病）']
C1290774	['偏头痛性斑疹性口炎（疾病）']
C1291011	['肺部液体吸入（发现）']
C1292084	['猫抓病反应']
C1297929	['不典型乳腺增生']
C1299005	['创伤后脊髓空洞症']
C1299557	['动力性梗阻（形态异常）']
C1299558	['人工流产']
C1299564	['出血性脑积水']
C1299565	['术后黄疸（诊断）']
C1299604	['声门上气道阻塞（障碍）']
C1299609	['创伤性张力过低（障碍）']
C1299615	['白内障摘除术后视力丧失（障碍）']
C1299620	['心肌梗死伴并发症（诊断）']
C1299621	['肝内门静脉分流术故障（紊乱）']
C1299646	['并发感染（疾病）的癫痫发作']
C1299801	['非肿瘤性嗜酸性肉芽肿（形态异常）']
C1299894	['口鼻瘘（疾病）']
C1299909	['角膜小关节（诊断）']
C1299912	['胃肠道线状异物（紊乱）']
C1299914	['植入物或内部装置移位（紊乱）']
C1299915	['心脏起搏器电极纤维化（疾病）']
C1299938	['食物不良反应']
C1300075	['剖宫产术；血肿']
C1300102	['播散性出血']
C1300116	['创伤性溶血性贫血']
C1300120	['新生儿并发颅内出血的癫痫发作']
C1300121	['并发颅内出血的癫痫发作']
C1300594	['急性纤维蛋白原性炎症（形态学异常）']
C1300595	['急性血清纤维蛋白性炎症（形态学异常）']
C1301345	['铁质体（形态异常）']
C1301495	['弥漫性界面角膜炎']
C1301647	['神经肌肉阻滞（障碍）引起的并发症']
C1301650	['对神经肌肉阻滞（障碍）的意外抵抗']
C1301687	['神经肌肉阻滞（障碍）的不完全逆转']
C1302298	['喉球囊外翻（疾病）']
C1302375	['再生性炎症（形态异常）']
C1302868	['胆固醇晶体沉积（形态异常）']
C1302878	['接触性超敏反应（紊乱）']
C1304070	['卵石状苔藓化（紊乱）']
C1304071	['继发性苔藓化（疾病）']
C1304157	['移植物抗宿主病（GVHD）慢性苔藓']
C1304158	['移植物抗宿主病（GVHD）慢性硬皮病']
C1304159	['移植物抗宿主病致Lyell综合征']
C1304160	['移植物抗宿主病（GVHD）母胎']
C1304161	['移植物抗宿主病（疾病）引起的指甲营养不良']
C1304189	['医源性类过敏反应']
C1304190	['放射性造影剂引起的类过敏反应']
C1304200	['唇血管性水肿']
C1304207	['玫瑰色红斑（紊乱）']
C1304220	['类风湿性疾病（疾病）的皮肤并发症']
C1304259	['创伤后钙质沉着症（疾病）']
C1304261	['组织坏死\\/梗死后钙质沉着症（诊断）']
C1304263	['动脉\\/静脉梗死后钙质沉着症（疾病）']
C1304265	['痤疮（疾病）后钙质沉着症']
C1304337	['斑贴试验的并发症（疾病）']
C1304381	['外部因素造成的指甲损伤（疾病）']
C1304445	['药物局部给药反应的不良反应']
C1304447	['血液透析相关皮肤损害']
C1304498	['皮肤手术后出血']
C1305360	['胎盘早剥；影响胎儿或新生儿的']
C1305934	['乳腺良性发育不良']
C1306041	['自然流产']
C1306196	['不完全合法流产伴栓塞（疾病）']
C1306312	['输液后血栓栓塞（疾病）']
C1306571	['肝衰竭']
C1306593	['外伤性腹壁水泡，感染（疾病）']
C1306862	['白色萎缩（诊断）']
C1306880	['单纯部分性癫痫发作伴自动症（紊乱）']
C1313863	['损伤后期效应（障碍）']
C1313864	['创伤的后期效应']
C1314753	['c、 怀孕；高血压']
C1318514	['产褥期剖宫产伤口破裂（诊断）']
C1319295	['非创伤性血胸']
C1319923	['血管紧张素受体II拮抗剂的不良反应（诊断）']
C1320545	['淋巴细胞浆细胞炎症（形态学异常）']
C1320835	['药物热（诊断）']
C1320846	['回肠肠套叠（诊断）']
C1320934	['增生性子宫内膜紊乱（形态异常）']
C1321080	['脑膜炎；后遗症']
C1321132	['自发性出血']
C1321133	['支气管出血']
C1321134	['自发性肝包膜下血肿']
C1321278	['自发性动静脉瘘血栓形成（疾病）']
C1321523	['异位心房起搏器']
C1321542	['绝对不育']
C1321632	['深静脉血栓形成（四肢）']
C1321634	['点状钙化']
C1326507	['IV型超敏反应的调节']
C1326725	['黑化防御反应']
C1326726	['外源靶点的黑色素包裹']
C1326727	['黑色素化防御反应的调节']
C1326728	['黑色素化防御反应下调']
C1326948	['毒素敏感性\\/耐药性']
C1327433	['外置目标的封装']
C1327440	['炎症反应的调节']
C1327443	['I型超敏反应的调节']
C1327446	['IIa型超敏反应']
C1327447	['IIa型超敏反应的调节']
C1327450	['IIb型超敏反应']
C1327451	['IIb型超敏反应的调节']
C1327454	['III型超敏细胞通讯']
C1327455	['III型超敏反应的调节']
C1327593	['革兰氏阴性菌的防御反应']
C1327594	['革兰氏阳性菌的防御反应']
C1327596	['雄性对细菌的特异性防御反应']
C1327597	['对真菌的防御反应']
C1327604	['对致病性原生动物的防御反应']
C1328270	['与堕胎有关的情况和并发症']
C1328289	['膀胱填塞']
C1328314	['胸腔出血']
C1328325	['咽糜烂']
C1328330	['胆道吻合并发症']
C1328332	['程序性高血压']
C1328350	['痣出血']
C1328351	['口腔粘膜肥大']
C1328411	['术后血肿']
C1328491	['胆管出血']
C1328505	['心肌硬化']
C1328517	['黄斑浆液性脱离']
C1328540	['外周血管扩张']
C1328542	['Geromarasmus']
C1328581	['静脉穿刺部位皮疹']
C1328645	['镇静剂的不良反应（诊断）']
C1328646	['斑疹伤寒药物治疗疫苗的副作用']
C1328836	['自身免疫性胃肠和肝脏疾病']
C1328877	['环境相关自身免疫']
C1328881	['花粉过敏']
C1328962	['对树花粉过敏（发现）']
C1328970	['杂草花粉过敏（发现）']
C1331610	['受伤、后遗症']
C1331611	['未提及脊髓损伤的脊柱和躯干骨折的晚期效应']
C1331979	['脊髓损伤后遗症']
C1331981	['脊髓灰质炎后遗症']
C1331984	['中枢神经系统结核后遗症']
C1331985	['泌尿生殖道结核后遗症']
C1331986	['药物、药物和生物物质中毒后遗症']
C1332177	['肾上腺髓质增生']
C1332872	['癌症的细胞前体']
C1333138	['复杂子宫内膜增生伴异型性']
C1333139	['无异型性的复杂子宫内膜增生（紊乱）']
C1333141	['条件性失眠']
C1333374	['异位甲状旁腺激素分泌综合征']
C1333621	['扁平尿路上皮增生']
C1333636	['小凹增生']
C1334256	['良性获得性黑变病']
C1334702	['中肾增生']
C1335328	['乳头状尿路上皮增生']
C1335350	['甲状旁腺透明细胞增生']
C1335523	['非典型腺瘤性增生（腺病）']
C1335524	['前列腺基底细胞增生']
C1335525	['前列腺筛状增生']
C1335966	['单纯性子宫内膜增生伴异型性']
C1335967	['单纯性子宫内膜增生无异型性']
C1336083	['鳞状增生']
C1336532	['上腔静脉阻塞（诊断）']
C1336895	['尿路上皮增生']
C1368022	['术后肺功能不全（诊断）']
C1368061	['产后垂体脑出血']
C1368065	['可触及的紫癜']
C1368355	['关节粘连畸形']
C1368999	['不良迟发效应']
C1372077	['免疫活性改变[PE]']
C1373218	['免疫活性降低[PE]']
C1383860	['心脏肥大']
C1384587	['阑尾增生（淋巴）']
C1384681	['栓塞；产科脓毒症']
C1384707	['a、 基底动脉；闭塞伴梗死']
C1384709	['a、 基底动脉；闭塞，血栓形成导致梗死']
C1384714	['a、 基底动脉；血栓形成，并阻塞其他大脑前动脉']
C1384715	['a、 基底动脉；血栓形成伴梗死']
C1384716	['a、 卡洛蒂斯；双侧咬合']
C1384718	['a、 卡洛蒂斯；闭塞伴梗死']
C1384720	['a、 卡洛蒂斯；闭塞，血栓形成导致梗死']
C1384725	['a、 卡洛蒂斯；阻塞（部分）（完全）']
C1384726	['a、 卡洛蒂斯；限制']
C1384728	['a、 卡洛蒂斯；双侧血栓形成']
C1384729	['a、 卡洛蒂斯；血栓形成，与其他大脑前动脉']
C1384730	['a、 卡洛蒂斯；血栓形成伴梗死']
C1384733	['a、 小脑上；综合征']
C1384737	['a、 大脑；双侧闭塞伴梗死']
C1384740	['a、 大脑；闭塞伴梗死']
C1384744	['a、 大脑；多发性闭塞伴梗死']
C1384752	['a、 大脑前部；闭塞伴梗死']
C1384756	['a、 大脑中膜；闭塞伴梗死']
C1384761	['a、 大脑穿孔；闭塞伴梗死']
C1384764	['a、 大脑后部；闭塞伴梗死']
C1384798	['a、 迷路；闭塞']
C1384799	['a、 迷路；栓塞']
C1384800	['a、 迷路；血栓形成']
C1384801	['a、 迷路；缩小']
C1384802	['a、 脾；动脉瘤']
C1384804	['a、 脑膜；血栓形成']
C1384840	['a、 椎骨；其他大脑前动脉闭塞']
C1384841	['a、 椎骨；闭塞伴梗死']
C1384843	['a、 椎骨；闭塞，血栓形成导致梗死']
C1384848	['a、 椎骨；栓塞伴其他脑前动脉闭塞']
C1384891	['疾病（或紊乱）；更年期（女性）']
C1384918	['疾病（或紊乱）；影响妊娠管理的胎儿']
C1384953	['疾病（或紊乱）；移植物抗宿主（GVH）（骨髓）']
C1385039	['疾病（或紊乱）；黄体后期，烦躁']
C1385059	['疾病（或紊乱）；肺，由于辐射']
C1385060	['疾病（或紊乱）；急性放射性肺损伤']
C1385156	['疾病（或紊乱）；蛋白质']
C1385173	['疾病（或紊乱）；血清']
C1385255	['萎缩面部']
C1385312	['大脑或大脑；癫痫发作']
C1385315	['麻痹癫痫发作']
C1385319	['袭击血管舒缩']
C1385401	['脓肿；肛门']
C1385404	['脓肿；手臂，皮肤']
C1385405	['脓肿；动脉']
