C0000742	阿贝尔森白血病病毒###ET###MSH [SEP] 阿贝尔森白血病病毒###PT###CSP [SEP] 阿贝尔森小鼠白血病病毒###EQ###NCBI [SEP] 阿贝尔森小鼠白血病病毒###ET###CSP [SEP] 阿贝尔森小鼠白血病病毒###MH###MSH [SEP] 阿贝尔森小鼠白血病病毒###PT###NCI [SEP] 阿贝尔森小鼠白血病病毒###SCN###NCBI [SEP] 阿贝尔森病毒###ET###CSP [SEP] 白血病病毒###PM###MSH [SEP] 阿贝尔森白血病病毒###PM###MSH
C1000299	狐尾花叶病毒###NM###MSH [SEP] 狐尾花叶病毒###SCN###NCBI
C1000300	水仙花叶病毒###EQ###NCBI [SEP] 水仙花叶病毒###NM###MSH [SEP] 水仙花叶病毒###SCN###NCBI
C1000301	番木瓜花叶病毒###EQ###NCBI [SEP] 番木瓜花叶病毒###NM###MSH [SEP] 番木瓜花叶病毒###SCN###NCBI
C1000302	马铃薯奥库巴花叶病毒###EQ###NCBI [SEP] 马铃薯桃叶珊瑚花叶病毒###EQ###NCBI [SEP] 马铃薯奥库巴花叶病毒###EQ###NCBI [SEP] 马铃薯奥库巴花叶病毒###NM###MSH [SEP] 马铃薯奥库巴花叶病毒###SCN###NCBI
C1000303	草莓轻度黄边病毒###SCN###NCBI [SEP] 草莓淡黄色边缘相关马铃薯X病毒###EQ###NCBI [SEP] 草莓淡黄色边缘相关病毒###EQ###NCBI
C1000304	白三叶花叶病毒###NM###MSH [SEP] 白三叶花叶病毒###SCN###NCBI
C1000305	百合X病毒###SCN###NCBI
C1000306	大豆普通花叶病毒###EQ###NCBI [SEP] 大豆普通花叶病毒###NM###MSH [SEP] 大豆普通花叶病毒###SCN###NCBI [SEP] 菜豆普通花叶病毒###EQ###NCBI
C1000307	豆黄色花叶病毒###EQ###NCBI [SEP] 豆黄色花叶病毒###EQ###NCBI [SEP] 豆黄色花叶病毒###NM###MSH [SEP] 豆黄色花叶病毒###SCN###NCBI [SEP] 豆黄色花叶病毒###EQ###NCBI [SEP] 马铃薯Y-PMV花叶病毒###EQ###NCBI [SEP] 豌豆花叶病毒###EQ###NCBI
C1000308	三叶草黄脉马铃薯Y病毒###EQ###NCBI [SEP] 三叶草黄脉病毒###EQ###NCBI [SEP] 三叶草黄脉病毒###NM###MSH [SEP] 三叶草黄脉病毒###SCN###NCBI
C1000309	小豆花叶病毒###EQ###NCBI [SEP] 豇豆蚜传花叶病毒###EQ###NCBI [SEP] 豇豆蚜传花叶病毒###NM###MSH [SEP] 豇豆蚜传花叶病毒###SCN###NCBI [SEP] 豇豆摩洛哥蚜传花叶病毒###EQ###NCBI
C1000311	格洛丽萨条纹花叶病毒###SCN###NCBI
C1000312	莴苣花叶病毒（LMV）###EQ###NCBI [SEP] 莴苣花叶病毒###EQ###NCBI [SEP] 莴苣花叶病毒###NM###MSH [SEP] 莴苣花叶病毒###SCN###NCBI [SEP] 莴苣花叶病毒###EQ###NCBI
C1000313	玉米矮花叶病毒###EQ###NCBI [SEP] 玉米矮花叶病毒###NM###MSH [SEP] 玉米矮花叶病毒###SCN###NCBI
C1000314	鸟蛛花叶病毒###SCN###NCBI
C1000315	番木瓜环斑病毒###EQ###NCBI [SEP] 番木瓜环斑马铃薯Y病毒###EQ###NCBI [SEP] 番木瓜环斑病毒###EQ###NCBI [SEP] 番木瓜环斑病毒###NM###MSH [SEP] 番木瓜环斑病毒###SCN###NCBI [SEP] 番木瓜环斑病毒###EQ###NCBI [SEP] 西瓜花叶病毒1###EQ###NCBI
C1000316	豌豆籽传花叶病毒###EQ###NCBI [SEP] 豌豆籽传花叶病毒###NM###MSH [SEP] 豌豆籽传花叶病毒###SCN###NCBI
C1000317	胡椒斑驳病毒###EQ###NCBI [SEP] 辣椒斑点病毒###NM###MSH [SEP] 辣椒斑点病毒###SCN###NCBI
C1000318	辣椒严重花叶病毒###SCN###NCBI [SEP] 辣椒严重花叶病毒###EQ###NCBI
C1000319	马铃薯马铃薯Y病毒###EQ###NCBI [SEP] 马铃薯病毒A###EQ###NCBI [SEP] 马铃薯A病毒###NM###MSH [SEP] 马铃薯A病毒###SCN###NCBI [SEP] 马铃薯病毒A###EQ###NCBI
C1000320	大豆花叶病毒###EQ###NCBI [SEP] 大豆花叶病毒###NM###MSH [SEP] 大豆花叶病毒###SCN###NCBI [SEP] 大豆花叶病毒###EQ###NCBI
C1000321	甘蔗花叶病毒###EQ###NCBI [SEP] 甘蔗花叶病毒###EQ###NCBI [SEP] 甘蔗花叶病毒###NM###MSH [SEP] 甘蔗花叶病毒###SCN###NCBI [SEP] 甘蔗花叶病毒###EQ###NCBI
C1000323	烟草腐蚀马铃薯Y病毒###EQ###NCBI [SEP] 烟草蚀刻病毒###NM###MSH [SEP] 烟草蚀刻病毒###SCN###NCBI
C1000324	烟草脉斑病毒（TVMV）###EQ###NCBI [SEP] 烟草脉斑病毒###NM###MSH [SEP] 烟草脉斑病毒###SCN###NCBI
C1000325	郁金香破坏病毒###EQ###NCBI [SEP] 郁金香破坏病毒###SCN###NCBI [SEP] 郁金香破坏病毒###EQ###NCBI [SEP] 郁金香破坏病毒###EQ###NCBI
C1000326	芜菁花叶病毒###EQ###NCBI [SEP] 芜菁花叶病毒###NM###MSH [SEP] 芜菁花叶病毒###SCN###NCBI [SEP] 芜菁花叶病毒###EQ###NCBI
C1000327	西葫芦黄花叶病毒ZYMV###EQ###NCBI [SEP] 西葫芦黄花叶病毒###NM###MSH [SEP] 西葫芦黄花叶病毒###SCN###NCBI [SEP] 西葫芦黄花叶病毒###EQ###NCBI
C1000328	南非西番莲病毒###EQ###NCBI [SEP] 南非西番莲病毒###SCN###NCBI
C1000329	黄瓜绿斑驳花叶病毒###NM###MSH [SEP] 黄瓜绿斑驳花叶病毒###SCN###NCBI
C1000330	齿舌环斑烟草病毒###EQ###NCBI [SEP] 齿舌环斑病毒###PEP###MSH [SEP] 齿舌环斑病毒###SCN###NCBI [SEP] 齿舌环斑病毒###PM###MSH
C1000331	辣椒轻度斑点病毒PMMV-S###EQ###NCBI [SEP] 辣椒轻度斑点病毒###NM###MSH [SEP] 辣椒轻度斑点病毒###SCN###NCBI
C1000332	太阳大麻花叶病毒（SHMV）###EQ###NCBI [SEP] 太阳大麻花叶病毒（TMV株豇豆）###EQ###NCBI [SEP] 太阳大麻花叶病毒###SCN###NCBI [SEP] 桑汉花叶病毒###EQ###NCBI [SEP] TMV系豇豆###EQ###NCBI [SEP] 烟草花叶病毒-豇豆株（TMV-CP）###EQ###NCBI [SEP] 烟草花叶病毒-豇豆株###EQ###NCBI
C1000333	TMV毒株U2###EQ###NCBI [SEP] 烟草淡绿色花叶病毒###SCN###NCBI
C1000334	番茄花叶病毒###NM###MSH [SEP] 番茄花叶病毒###SCN###NCBI
C1000335	豇豆严重花叶病毒###EQ###NCBI [SEP] 豇豆严重花叶病毒###NM###MSH [SEP] 豇豆严重花叶病毒###SCN###NCBI
C1000336	红三叶斑驳病毒###EQ###NCBI [SEP] 红三叶斑驳病毒###NM###MSH [SEP] 红三叶斑驳病毒###SCN###NCBI
C1000337	红三叶坏死花叶病毒###PEP###MSH [SEP] 红三叶坏死花叶病毒###SCN###NCBI
C1000338	康乃馨环斑病毒###EQ###NCBI [SEP] 康乃馨环斑病毒###SCN###NCBI
C1000339	阿拉伯花叶病毒###NM###MSH [SEP] 阿拉伯花叶病毒###SCN###NCBI [SEP] 尼泊尔病毒阿拉伯花叶病毒###EQ###NCBI
C1000340	葡萄铬花叶病毒###SCN###NCBI [SEP] 匈牙利葡萄藤铬花叶病毒###EQ###NCBI [SEP] 尼泊尔病毒葡萄藤铬花叶病毒GCMV###EQ###NCBI
C1000341	葡萄扇叶病毒###EQ###NCBI [SEP] 葡萄扇叶病毒###NM###MSH [SEP] 葡萄扇叶病毒###SCN###NCBI [SEP] 尼泊尔病毒葡萄扇叶病毒GFLV###EQ###NCBI
C1000342	尼泊尔病毒番茄黑环病毒###EQ###NCBI [SEP] 番茄黑环病毒###NM###MSH [SEP] 番茄黑环病毒###SCN###NCBI
C1000343	黑甲虫病毒###NM###MSH [SEP] 黑甲虫病毒###SCN###NCBI
C1000344	布拉拉病毒###SCN###NCBI
C1000345	豌豆早期褐变病毒###EQ###NCBI [SEP] 豌豆早期褐变病毒###EQ###NCBI [SEP] 豌豆早期褐变病毒###NM###MSH [SEP] 豌豆早期褐变病毒###SCN###NCBI
C1000346	烟草叮当作响###EQ###NCBI [SEP] 烟草响尾蛇病毒###EQ###NCBI [SEP] 烟草响尾蛇病毒###NM###MSH [SEP] 烟草响尾蛇病毒###SCN###NCBI [SEP] 烟草响尾蛇病毒###EQ###NCBI
C1000347	花生矮化黄瓜病毒###EQ###NCBI [SEP] 花生矮化病毒###EQ###NCBI [SEP] 花生矮化病毒###NM###MSH [SEP] 花生矮化病毒###SCN###NCBI
C1000348	菊花aspermy病毒###EQ###NCBI [SEP] 番茄aspermy病毒TAV-B###EQ###NCBI [SEP] 番茄aspermy病毒###NM###MSH [SEP] 番茄aspermy病毒###SCN###NCBI
C1000349	苹果花叶病毒###NM###MSH [SEP] 苹果花叶病毒###SCN###NCBI [SEP] 啤酒花病毒A###CE###MSH
C1000350	大麦条纹花叶病毒###NM###MSH [SEP] 大麦条纹花叶病毒###SCN###NCBI [SEP] 大麦条纹花叶病毒###EQ###NCBI
C1000351	poa半潜伏病毒###EQ###NCBI [SEP] 早熟禾半潜隐病毒###NM###MSH [SEP] 早熟禾半潜隐病毒###SCN###NCBI
C1000352	玉米条纹细脉病毒###SCN###NCBI [SEP] 玉米条纹病毒###EQ###NCBI [SEP] 玉米条纹病毒###EQ###NCBI [SEP] 玉米条纹病毒###NM###MSH
C1000353	水稻白斑病毒###SCN###NCBI [SEP] 水稻白斑病毒###EQ###NCBI [SEP] 水稻白斑病毒###NM###MSH
C1000354	未分类细菌病毒###SCN###NCBI [SEP] 未分类噬菌体###EQ###NCBI [SEP] 未分类噬菌体###EQ###NCBI [SEP] 未分类噬菌体###EQ###NCBI
C1000355	噬菌体NJL###EQ###NCBI [SEP] 诺卡氏菌噬菌体NJL###SCN###NCBI [SEP] 噬菌体NJL###EQ###NCBI
C1000356	噬菌体c-st###EQ###NCBI [SEP] 肉毒梭菌C噬菌体###EQ###NCBI [SEP] 肉毒梭菌C噬菌体###EQ###NCBI [SEP] 肉毒梭菌C噬菌体斯德哥尔摩株###EQ###NCBI [SEP] 肉毒梭菌噬菌体C-St###EQ###NCBI [SEP] 肉毒梭菌噬菌体###EQ###NCBI [SEP] 梭菌噬菌体c-st###SCN###NCBI
C1000358	噬菌体933J###EQ###NCBI [SEP] 大肠杆菌噬菌体933J###EQ###NCBI [SEP] 肠杆菌噬菌体933J###SCN###NCBI [SEP] 噬菌体933J###EQ###NCBI
C1000359	噬菌体Cf16###EQ###NCBI [SEP] 黄单胞菌噬菌体Cf16###SCN###NCBI
C1000361	放线菌JHJ-1###SCN###NCBI [SEP] 噬菌体JHJ-1###EQ###NCBI
C1000362	噬菌体LL-H###EQ###NCBI [SEP] 德氏乳杆菌亚种。乳酸菌噬菌体LL-H###EQ###NCBI [SEP] 乳酸杆菌噬菌体LL-H###SCN###NCBI [SEP] 德氏乳球菌噬菌体LL-H###EQ###NCBI
C1000368	噬菌体phi 11###EQ###NCBI [SEP] 噬菌体phi-11###EQ###NCBI [SEP] 噬菌体phi-11###EQ###NCBI [SEP] 金黄色葡萄球菌噬菌体phi 11###EQ###NCBI [SEP] 葡萄球菌噬菌体phi 11###EQ###NCBI [SEP] 葡萄球菌噬菌体11###EQ###NCBI [SEP] 葡萄球菌病毒11###SCN###NCBI
C1000371	噬菌体h30###EQ###NCBI [SEP] 噬菌体h30###SCN###NCBI
C1000373	乳球菌1噬菌体###EQ###NCBI [SEP] 乳球菌噬菌体（分离物7-9）###EQ###NCBI [SEP] 乳球菌噬菌体（分离物7-9）###SCN###NCBI
C1000374	噬菌体phi-vML3###EQ###NCBI [SEP] 噬菌体phi-vml3###EQ###NCBI [SEP] 乳球菌噬菌体phi-vML3###SCN###NCBI [SEP] 噬菌体phivML3###EQ###NCBI
C1000376	K11###EQ###NCBI [SEP] 克雷伯菌噬菌体11号###PN###MTH [SEP] 克雷伯菌噬菌体11号###SCN###NCBI
C1000377	乳球菌噬菌体mi7-9###SCN###NCBI
C1000379	分枝杆菌噬菌体FRAT1###EQ###NCBI [SEP] 分枝杆菌噬菌体1###SCN###NCBI
C1000380	噬菌体phi-LC3###EQ###NCBI [SEP] 噬菌体phi-LC3###EQ###NCBI [SEP] 噬菌体亲和力C3###EQ###NCBI [SEP] 嗜噬菌体乳球菌###SCN###NCBI [SEP] 噬菌体phi-LC3###EQ###NCBI
C1000382	噬菌体mv4###EQ###NCBI [SEP] 德氏乳杆菌亚种。保加利亚噬菌体mv4###EQ###NCBI [SEP] 乳酸杆菌噬菌体mv4###SCN###NCBI [SEP] 德氏乳球菌噬菌体MV4###EQ###NCBI [SEP] 噬菌体mv4###EQ###NCBI
C1000387	解淀粉芽孢杆菌噬菌体H2###EQ###NCBI [SEP] 解淀粉芽孢杆菌噬菌体H2###EQ###NCBI [SEP] 芽孢杆菌噬菌体H2###SCN###NCBI
C1000388	噬菌体EJ-1###EQ###NCBI [SEP] 噬菌体EJ-1###SY###NCBI [SEP] 链球菌噬菌体EJ-1###SCN###NCBI
C1000389	噬菌体P32###EQ###NCBI [SEP] 明串珠菌oenos噬菌体P32###EQ###NCBI [SEP] 明串珠噬菌体P32###SCN###NCBI
C1000390	噬菌体P37###EQ###NCBI [SEP] 明串珠菌oenos噬菌体P37###EQ###NCBI [SEP] 明串珠噬菌体P37###SCN###NCBI
C1000391	噬菌体P54###EQ###NCBI [SEP] 明串珠菌oenos噬菌体P54###EQ###NCBI [SEP] 明串珠噬菌体P54###SCN###NCBI
C1000392	噬菌体PAt5-12###EQ###NCBI [SEP] 明串珠菌oenos噬菌体PAt5-12###EQ###NCBI [SEP] 明串珠噬菌体PAt5-12###SCN###NCBI
C1000393	噬菌体PSP3###EQ###NCBI [SEP] 肠杆菌噬菌体PsP3###EQ###NCBI [SEP] 假单胞菌噬菌体PsP3###EQ###NCBI [SEP] 沙门氏菌噬菌体PSP3###EQ###NCBI [SEP] 沙门氏菌噬菌体PSP3###EQ###NCBI [SEP] 沙门氏菌病毒PsP3###SCN###NCBI
C1000394	噬菌体PZt11-15###EQ###NCBI [SEP] 明串珠菌oenos噬菌体PZt11-15###EQ###NCBI [SEP] 明串珠噬菌体PZt11-15###SCN###NCBI
C1000395	噬菌体d-16 phi###EQ###NCBI [SEP] 梭菌噬菌体d-16 phi###SCN###NCBI
C1000396	噬菌体phi 42###EQ###NCBI [SEP] 噬菌体phi-42###EQ###NCBI [SEP] 金黄色葡萄球菌噬菌体phi-42###EQ###NCBI [SEP] 金黄色葡萄球菌噬菌体phi-42###EQ###NCBI [SEP] 葡萄球菌噬菌体phi-42###SCN###NCBI
C1000397	噬菌体phi 7-9###EQ###NCBI [SEP] 乳酸菌噬菌体phi7-9###SCN###NCBI [SEP] 嗜乳球菌phi7-9###EQ###NCBI
C1000398	噬菌体adh###EQ###NCBI [SEP] 噬菌体phi-adh###EQ###NCBI [SEP] 乳酸杆菌噬菌体phi-adh###EQ###NCBI [SEP] 乳酸杆菌噬菌体phi-adh###EQ###NCBI [SEP] 噬菌体乳杆菌###SCN###NCBI
C1000400	噬菌体13###EQ###NCBI [SEP] 噬菌体13###SCN###NCBI
C1000401	噬菌体16###EQ###NCBI [SEP] 噬菌体16###SCN###NCBI
C1000402	噬菌体5###EQ###NCBI [SEP] 噬菌体5###EQ###NCBI [SEP] 沙门氏菌噬菌体5###SCN###NCBI
C1000403	乳酸乳球菌噬菌体phi 197###SCN###NCBI [SEP] 噬菌体phi 197###EQ###NCBI [SEP] 噬菌体phi-197###EQ###NCBI
C1000404	大蒜病毒D###SCN###NCBI
C1000405	大蒜病毒B###SCN###NCBI
C1000406	大蒜病毒A###SCN###NCBI
C1000407	甘蔗杆状病毒###NM###MSH [SEP] 甘蔗杆状病毒###SCN###NCBI
C1000408	急性转化型逆转录病毒AKT8###EQ###NCBI [SEP] AKT8逆转录病毒###SCN###NCBI [SEP] AKT8病毒###EQ###NCBI
C1000412	酿酒酵母杀手颗粒M1###EQ###NCBI [SEP] 酿酒酵母杀手病毒M1###SCN###NCBI [SEP] 酿酒酵母病毒m1###EQ###NCBI
C1000413	树莓丛矮病毒###EQ###NCBI [SEP] 树莓丛矮病毒###SCN###NCBI
C1000417	大麦黄花叶病毒###NM###MSH [SEP] 大麦黄花叶病毒###SCN###NCBI [SEP] 大麦黄色花叶病毒###EQ###NCBI
C1000418	大麦轻度花叶病毒###EQ###NCBI [SEP] 大麦轻度花叶病毒###NM###MSH [SEP] 大麦轻度花叶病毒###SCN###NCBI
C1000419	卢塞恩短暂条纹sobemovirus###EQ###NCBI [SEP] 苜蓿瞬时条纹病毒###SCN###NCBI
C1000421	地下三叶草斑点病毒###SCN###NCBI
C1000423	椰子叶腐病毒###SCN###NCBI
C1000424	酿酒酵母杀手病毒###SCN###NCBI [SEP] 酵母杀手病毒###EQ###NCBI
C1000426	非洲绿猴嗜淋巴巴氏病毒###EQ###NCBI [SEP] 非洲绿猴多瘤病毒（有机体）###FN###SNOMEDCT_US [SEP] 非洲绿猴多瘤病毒###PT###SNOMEDCT_US [SEP] 非洲绿猴多瘤病毒###SCN###NCBI [SEP] 嗜淋巴巴氏病毒###EQ###NCBI [SEP] 嗜淋巴多瘤病毒###EQ###NCBI [SEP] 宫颈多瘤病毒###EQ###NCBI [SEP] 宫颈多瘤病毒###ET###CSP
C1000428	乙型肝炎病毒2型###SCN###NCBI
C1000430	JDV病毒###SCN###NCBI
C1000432	努达乌拉埃拉卡彭斯欧米茄病毒###NM###MSH [SEP] 努达乌拉埃拉卡彭斯欧米茄病毒###SCN###NCBI [SEP] 努达乌拉埃米加病毒###EQ###NCBI
C1000434	田菁花叶病毒SMV###EQ###NCBI [SEP] 田菁花叶病毒###NM###MSH [SEP] 田菁花叶病毒###SCN###NCBI
C1000437	樱桃卷叶病毒###EQ###NCBI [SEP] 樱桃卷叶病毒###EQ###NCBI [SEP] 樱桃卷叶病毒###NM###MSH [SEP] 樱桃卷叶病毒###SCN###NCBI [SEP] 樱桃卷叶病毒###EQ###NCBI
C1000440	禽内源性病毒ev-21###SCN###NCBI [SEP] 内源性病毒-21 ev21###EQ###NCBI
C1000441	青蛙红细胞病毒###EQ###NCBI [SEP] 青蛙红细胞病毒###SCN###NCBI
C1000445	传染性flacherie病毒###EQ###NCBI [SEP] 传染性flacherie病毒###NM###MSH [SEP] 传染性flacherie病毒###SCN###NCBI
C1000447	梨疱疮类病毒PBCVd###EQ###NCBI [SEP] 梨疱溃烂类病毒###SCN###NCBI
C1000448	猪瘟疫病毒###SCN###NCBI
C1000449	树莓环斑病毒###EQ###NCBI [SEP] 树莓环斑病毒###SCN###NCBI
C1000450	甘薯羽毛斑驳病毒###NM###MSH [SEP] 甘薯羽毛斑驳病毒###SCN###NCBI [SEP] 甘薯羽毛斑驳病毒###SY###NCBI
C1000453	番茄顶端矮化类病毒###NM###MSH [SEP] 番茄顶端矮化类病毒###SCN###NCBI
C1000456	椰子tinangaja类病毒###SCN###NCBI
C1000457	柑橘类外皮病毒###EQ###NCBI [SEP] 柑橘类外皮病毒CEVd-t###EQ###NCBI [SEP] 柑橘类外皮病毒###SCN###NCBI
C1000458	马铃薯纺锤状块茎类病毒###EQ###NCBI [SEP] 马铃薯纺锤块茎类病毒###SCN###NCBI
C1000459	柑橘类病毒II###EQ###NCBI [SEP] 啤酒花矮化类病毒###NM###MSH [SEP] 啤酒花矮化类病毒###SCN###NCBI
C1000460	桃潜伏花叶病毒###NM###MSH [SEP] 桃潜伏花叶病毒###SCN###NCBI
C1000461	牛油果太阳斑类病毒###NM###MSH [SEP] 牛油果太阳斑类病毒###SCN###NCBI
C1000462	菊花特技类病毒###SCN###NCBI
C1000463	柑橘树皮开裂类病毒###SCN###NCBI [SEP] 柑橘类病毒IV CVd IV###EQ###NCBI [SEP] 柑橘类病毒IV###EQ###NCBI
C1000464	Coleus blumei类病毒###SCN###NCBI
C1000466	柱状潜伏类病毒CLVd-N###EQ###NCBI [SEP] 柱状潜伏类病毒###SCN###NCBI
C1000467	葡萄黄斑点1类病毒###EQ###NCBI [SEP] 葡萄黄色斑点类病毒1###NM###MSH [SEP] 葡萄黄色斑点类病毒1###SCN###NCBI
C1000468	葡萄黄色斑点类病毒###SCN###NCBI
C1000469	柑橘弯叶类病毒CBLVd###EQ###NCBI [SEP] 柑橘弯叶类病毒###SCN###NCBI [SEP] 柑橘类病毒I###EQ###NCBI
C1000470	啤酒花潜伏类病毒###SCN###NCBI
C1001954	禽副流感病毒4（有机体）###FN###SNOMEDCT_US [SEP] 禽副流感病毒4###PT###SNOMEDCT_US [SEP] 禽副粘病毒4###SY###SNOMEDCT_US
C1001958	美国白蛾核型多角体病毒###EQ###NCBI [SEP] 美国白蛾核型多角体病毒###NM###MSH [SEP] 美国白蛾核型多角体病毒###SCN###NCBI
C1001959	玉米核多角体病毒###SCN###NCBI
C1001962	黄病毒###SCN###NCBI
C1001971	鼠轮状病毒###SCN###NCBI
C1001975	苹果茎沟病毒###EQ###NCBI [SEP] 苹果茎沟病毒###NM###MSH [SEP] 苹果茎沟病毒###SCN###NCBI
C1001976	红三叶坏死花叶病毒###EQ###NCBI [SEP] 三叶草坏死花叶病毒###SCN###NCBI
C1001978	番茄曲叶双子病毒###EQ###NCBI [SEP] 番茄曲叶病毒###EQ###NCBI [SEP] 番茄曲叶病毒###NM###MSH [SEP] 番茄曲叶病毒###SCN###NCBI
C1001979	草莓潜伏环斑病毒###EQ###NCBI [SEP] 草莓潜伏环斑病毒###SCN###NCBI
C1001981	车前花叶病毒###EQ###NCBI [SEP] 车前草花叶病毒###NM###MSH [SEP] 车前草花叶病毒###SCN###NCBI
C1001982	花生丛啄木鸟病毒###EQ###NCBI [SEP] 花生丛病毒###EQ###NCBI [SEP] 花生丛病毒###NM###MSH [SEP] 花生丛病毒###SCN###NCBI
C1001987	噬菌体phi-Lf###EQ###NCBI [SEP] 野油菜黄单胞菌噬菌体phi-Lf###EQ###NCBI [SEP] 黄单胞菌噬菌体Lf###SCN###NCBI
C1001988	白喉棒状杆菌噬菌体###SCN###NCBI [SEP] 白喉棒状杆菌病毒###EQ###NCBI
C1001989	分枝杆菌噬菌体D29###EQ###NCBI [SEP] 分枝杆菌噬菌体D29###EQ###NCBI [SEP] 分枝杆菌噬菌体D29###EQ###NCBI [SEP] 分枝杆菌病毒D29###SCN###NCBI
C1001992	土传小麦花叶病毒###NM###MSH [SEP] 土传小麦花叶病毒###SCN###NCBI
C1002305	绵羊呼吸道合胞病毒###EQ###NCBI [SEP] 绵羊呼吸道合胞病毒###EQ###NCBI [SEP] 绵羊呼吸道合胞病毒###SCN###NCBI
C1002306	A组轮状病毒###EQ###NCBI [SEP] A组轮状病毒###EQ###NCBI [SEP] 轮状病毒###CN###LNC [SEP] 轮状病毒###LA###LNC [SEP] 轮状病毒###LPDN###LNC [SEP] 轮状病毒###LPN###LNC [SEP] 轮状病毒###SCN###NCBI [SEP] A组轮状病毒（有机体）###FN###SNOMEDCT_US [SEP] A组轮状病毒###EQ###NCBI [SEP] A组轮状病毒###PT###SNOMEDCT_US
C1002310	玉米黑粉菌H1病毒###SCN###NCBI [SEP] 玉米黑粉菌病毒UmVH1###EQ###NCBI [SEP] 玉米黑粉菌病毒VH1###EQ###NCBI
C1002562	Heliothis zea非封闭杆状病毒###EQ###NCBI [SEP] 玉米核病毒###SCN###NCBI [SEP] 这是玉米病毒1###EQ###NCBI [SEP] Hz-1昆虫病毒###EQ###NCBI [SEP] Hz-1病毒###EQ###NCBI
C1002564	阴道毛滴虫病毒###EQ###NCBI [SEP] 阴道毛滴虫病毒###SCN###NCBI
C1002565	甜菜隐性病毒3 BCV3###EQ###NCBI [SEP] 甜菜隐性病毒3###SCN###NCBI
C1002567	莫多克病毒组###SCN###NCBI [SEP] 莫多克病毒###EQ###NCBI
C1002568	Ntaya病毒组（生物体）###FN###SNOMEDCT_US [SEP] Ntaya病毒组###PT###SNOMEDCT_US [SEP] Ntaya病毒组###SCN###NCBI [SEP] Ntaya病毒###EQ###NCBI
C1002570	海洋蜱传病毒群###SCN###NCBI [SEP] 图列尼病毒组###EQ###NCBI
C1002571	乌干达S病毒（生物体）###FN###SNOMEDCT_US [SEP] 乌干达病毒###PT###SNOMEDCT_US [SEP] 乌干达病毒###SCN###NCBI
C1002572	达欣花叶病毒###EQ###NCBI [SEP] 达欣花叶病毒###EQ###NCBI [SEP] 达辛花叶病毒###EQ###NCBI [SEP] 芋头嵌纹病毒###NM###MSH [SEP] 芋头嵌纹病毒###SCN###NCBI
C1002573	萝卜清脉病毒###NM###MSH [SEP] 萝卜清脉病毒###SCN###NCBI
C1003688	卫星烟草环斑病毒###EQ###NCBI [SEP] 烟草环斑病毒卫星RNA sTobRV RNA###EQ###NCBI [SEP] 烟草环斑病毒卫星RNA###SCN###NCBI
C1003690	金龟核型多角体病毒###SY###NCBI [SEP] 抗金黄色核型多角体病毒###EQ###NCBI [SEP] 抗宝石砷核型多角体病毒###SCN###NCBI
C1003694	鱼腥藻噬菌体N-1###SCN###NCBI [SEP] 蓝藻噬菌体N1###EQ###NCBI [SEP] 噬藻N-1###EQ###NCBI [SEP] 噬藻体N1###EQ###NCBI
C1003695	噬菌体D3###EQ###NCBI [SEP] 绿脓杆菌噬菌体D3###EQ###NCBI [SEP] 绿脓杆菌噬菌体D3###EQ###NCBI [SEP] 假单胞菌噬菌体D3###EQ###NCBI [SEP] 假单胞菌病毒D3###SCN###NCBI
C1003696	噬菌体c2###EQ###NCBI [SEP] 乳球菌噬菌体c2###EQ###NCBI [SEP] 乳球菌噬菌体c2###EQ###NCBI [SEP] 乳球菌噬菌体c2###EQ###NCBI [SEP] 乳球菌病毒c2###SCN###NCBI
C1003701	小球藻病毒CVK2###SY###NCBI [SEP] 小球藻病毒K2###EQ###NCBI [SEP] 草履虫小球藻病毒CVK2###SCN###NCBI
C1003702	可可肿芽病毒###NM###MSH [SEP] 可可肿芽病毒###SCN###NCBI
C1003709	噬菌体Cf1t###EQ###NCBI [SEP] 噬菌体Cf1t###EQ###NCBI [SEP] 黄单胞菌噬菌体Cf1t###SCN###NCBI
C1003711	蚕豆花叶病毒###EQ###NCBI [SEP] 蚕豆花叶病毒###SCN###NCBI [SEP] 菜豆花叶病毒###EQ###NCBI
C1003714	细胞融合剂CFA黄病毒###EQ###NCBI [SEP] 细胞融合剂病毒（CFAV）###PT###CHV [SEP] 细胞融合剂病毒###SCN###NCBI [SEP] CFA病毒###EQ###NCBI [SEP] 蚊子细胞融合剂###EQ###NCBI
C1003728	腰果胺褪绿斑点病毒###SCN###NCBI
C1003730	甜菜坏死黄脉花叶病毒###EQ###NCBI [SEP] 甜菜坏死黄脉病毒###EQ###NCBI [SEP] 甜菜坏死黄脉病毒###NM###MSH [SEP] 甜菜坏死黄脉病毒###SCN###NCBI
C1003731	蓝莓焦枯病毒###SCN###NCBI
C1003732	西番莲木质马铃薯Y病毒###EQ###NCBI [SEP] 西番莲木质病毒###NM###MSH [SEP] 西番莲木质病毒###SCN###NCBI [SEP] 西番莲木质病毒###EQ###NCBI
C1003733	小麦条纹花叶病毒###NM###MSH [SEP] 小麦条纹花叶病毒###SCN###NCBI
C1003734	约翰逊草花叶病毒###EQ###NCBI [SEP] 约翰逊草花叶病毒###NM###MSH [SEP] 约翰逊草花叶病毒###SCN###NCBI
C1003735	甘薯潜伏病毒###SCN###NCBI
