C0000727	['急腹症']
C1561817	['24小时睡眠-觉醒周期中断，未指明']
C1562677	['酒精引起的幻觉（发现）']
C1562724	['硬化瘤疼痛（发现）']
C1563666	['构音障碍']
C1565249	['限制、流动性']
C1565887	['生理性黄疸']
C1579838	['口腔疼痛症状']
C1579931	['抑郁症状']
C1608215	['产后外阴静脉曲张']
C1608387	['注射部位关节积水']
C1608399	['黑眼圈']
C1608410	['头部抽搐']
C1608971	['视神经苍白']
C1609502	['门静脉气体']
C1609533	['功能性腹痛']
C1610622	['性交出血']
C1610627	['导管部位发红']
C1610635	['关节肌痛']
C1610642	['明显危及生命的事件']
C1611174	['创伤后疼痛']
C1611179	['导管部位烧伤']
C1611721	['术后眩晕']
C1619712	['程序性疼痛']
C1654954	['感觉糟糕（症状）']
C1655215	['恐惧；病心理学']
C1655783	['女性生育问题']
C1656592	['混乱反对挑衅；阿道尔']
C1657109	['一般问题']
C1657263	['膀胱无力']
C1657267	['耳部压力']
C1657268	['投诉\\/投诉；胃']
C1657467	['功能障碍；声带']
C1657601	['计划生育症状或投诉']
C1657723	['社会症状或抱怨']
C1657767	['疼痛阴部的；F']
C1657774	['恐惧；被下药']
C1657970	['女性乳痛']
C1658101	['投诉\\/投诉；头']
C1658106	['精细运动技能问题']
C1658132	['一般症状或投诉']
C1658396	['依恋障碍（儿童）']
C1658599	['女性生殖器肿块']
C1658607	['喉咙发痒']
C1659133	['松动的牙齿']
C1659990	['内分泌或代谢问题']
C1659991	['心理症状或抱怨']
C1659992	['内分泌或代谢症状或主诉']
C1659993	['对医疗程序的恐惧']
C1660281	['问题生殖的']
C1660601	['投诉\\/投诉']
C1660736	['女性生殖系统问题']
C1660796	['糖尿（in）；怀孕']
C1660797	['问题泌尿科']
C1661764	['感到不安']
C1662224	['缺乏睾酮；F']
C1662225	['乳房问题（女性）']
C1662979	['疼痛腹膜的']
C1697247	['肠充血']
C1697733	['切口部位红斑']
C1697845	['白内障状况']
C1697879	['双侧腿轻瘫']
C1697883	['输液相关疼痛']
C1697969	['骨髓穿刺部位疼痛']
C1697973	['输液部位感觉异常']
C1698040	['颈椎关节活动度降低']
C1698089	['餐后疼痛']
C1698091	['催眠性肌阵挛']
C1698258	['眼睛对光的敏感度']
C1698476	['前胶原（紊乱）']
C1698482	['眼睑、睫毛和泪腺结构紊乱']
C1698573	['吸入部位疼痛']
C1698636	['眼痛']
C1698664	['眼痛']
C1699017	['粪便异常']
C1699182	['腰椎关节活动度降低']
C1699558	['肺过度充气']
C1699603	['过度眨眼']
C1700763	['发音问题']
C1704205	['咽部肿胀（发现）']
C1705500	['闪光器-视觉显示']
C1706846	['手臂或手感觉减退']
C1707376	['胸闷或压力']
C1707516	['角膜敏感度']
C1708090	['足部或腿部感觉减退']
C1708341	['月经过多']
C1708556	['术中疼痛']
C1709099	['肌肉抽搐']
C1709528	['磷苯可视化']
C1709787	['发热反应']
C1710534	['意外神经刺激']
C1710621	['血管迷走神经反应']
C1717785	['头晕或眩晕']
C1717947	['切口疼痛']
C1718341	['软组织疼痛']
C1719391	['开胸术后疼痛']
C1719397	['恶性肿瘤引起的疼痛']
C1719398	['恶性肿瘤引起的原发性疼痛']
C1719399	['恶性肿瘤引起的继发性疼痛']
C1719401	['慢性疼痛与显著的心理社会功能障碍有关']
C1719454	['双侧中枢性听力损失（障碍）']
C1719857	['与获得性免疫缺陷综合征（疾病）相关的肝脏肿大']
C1720231	['与获得性免疫缺陷综合征（疾病）相关的不适']
C1720342	['艾滋病相关疾病-疲劳']
C1735327	['流星病']
C1735348	['肛门刺激']
C1735350	['文森特的症状']
C1735368	['急性肌张力障碍']
C1735617	['化疗后厌食症']
C1735633	['抑郁症状加重']
C1735639	['转移性疼痛加重']
C1735643	['慢性喘息（症状）']
C1735646	['复发性皮疹']
C1735907	['急性精神状态变化']
C1735911	['虚弱加剧']
C1735915	['中心性发绀加重']
C1736147	['核切开术后综合征']
C1736153	['水泡呼吸异常']
C1736156	['椎间孔侵犯']
C1736164	['局部刺痛']
C1736169	['寒意加剧']
C1736180	['急性斜颈']
C1737239	['差点晕倒']
C1737254	['发绀加重']
C1737255	['感觉异常加重']
C1737259	['急性胃痛']
C1739096	['男性生殖器感觉减退']
C1739097	['胆道积气']
C1739101	['输血相关循环超负荷']
C1739114	['阴茎感觉减退']
C1739364	['咽喉不适']
C1739408	['皮肤干燥加剧']
C1739415	['慢性鼻后滴注']
C1739421	['急性旋转性眩晕']
C1740793	['咳嗽后呕吐（紊乱）']
C1740825	['关节烧灼感加重']
C1740831	['慢性胸痛（发现）']
C1740837	['急性鼻塞']
C1740840	['急性支气管肺病']
C1744601	['心脏异常搏动']
C1768507	['黄指甲（发现）']
C1820985	['脱水的迹象和症状']
C1821006	['黄疸的症状和体征']
C1821019	['分娩的迹象和症状']
C1821219	['恶心难受']
C1821937	['性欲的变化']
C1827201	['肌肉张力降低——右侧多于左侧（发现）']
C1827253	['不自主的躯干摇摆（发现）']
C1827579	['肌肉张力降低——左侧多于右侧（发现）']
C1827954	['肌肉张力增加——右侧多于左侧（发现）']
C1828384	['肌肉张力增加——左侧多于右侧（发现）']
C1828409	['粘液脓性结膜分泌物（发现）']
C1838195	['震颤，体位性，上肢，发病时间为40年']
C1838579	['假性球征']
C1838869	['近端神经源性肌无力']
C1850830	['运动引起的肌肉疼痛']
C1860126	['味觉受损']
C1860844	['稀疏的头发']
C1868722	['视觉中线移位综合征']
C1868726	['假性血栓性静脉炎']
C1868730	['生殖器不适']
C1868763	['粘膜硬结']
C1868839	['姿势反射障碍']
C1868843	['注射部位干燥']
C1868859	['吃药呕吐']
C1868860	['耳石脱位']
C1868862	['注射部位关节压痛']
C1868893	['生殖器刺激']
C1868919	['上腹部不适']
C1868932	['阴道分泌物']
C1868939	['糊状腹泻']
C1868942	['腹膜手术']
C1868968	['药物反流']
C1955516	['咽期吞咽困难（症状）']
C1955517	['咽食管期吞咽困难（症状）']
C1955868	['收缩期返流杂音']
C1960183	['阴道慢性疼痛']
C1960562	['生理性震颤（发现）']
C1960719	['以刺激因素为特征的疼痛']
C1960720	['过敏原引起的疼痛（发现）']
C1960721	['争吵引起的痛苦（发现）']
C1960722	['呼吸引起的疼痛（发现）']
C1960723	['咳嗽引起的疼痛（发现）']
C1960724	['吃得很痛']
C1960725	['劳累引起的疼痛（发现）']
C1960726	['光引发的疼痛（发现）']
C1960727	['运动引起的疼痛（发现）']
C1960728	['休息引起的疼痛（发现）']
C1960729	['跑步引起的疼痛（发现）']
C1960730	['温度引起的疼痛（发现）']
C1960731	['举重引起的疼痛（发现）']
C1960732	['行走引起的疼痛（发现）']
C1960888	['女性骨盆疼痛（发现）']
C1960978	['向胸部中心放射的疼痛（发现）']
C1960979	['向头部放射的疼痛（发现）']
C1960980	['放射到下巴的疼痛（发现）']
C1960981	['放射到左臂的疼痛（发现）']
C1960982	['疼痛向左侧扩散（发现）']
C1960983	['左腿放射痛（发现）']
C1960984	['向左肩放射的疼痛（发现）']
C1960985	['向左侧放射的胸痛（症状）']
C1960986	['下腹部放射痛（发现）']
C1960987	['放射至背部腰部的疼痛（发现）']
C1960988	['放射至中腹部的疼痛（发现）']
C1960989	['颈部放射痛']
C1960990	['放射至右臂的疼痛（发现）']
C1960991	['向右侧放射的疼痛（发现）']
C1960992	['放射至右腿的疼痛（发现）']
C1960993	['放射至右肩的疼痛（发现）']
C1960994	['右侧胸痛（症状）']
C1960995	['向左侧胸部区域放射的疼痛（发现）']
C1960996	['右侧胸部放射痛（发现）']
C1960997	['向上腹部放射的疼痛（发现）']
C1961111	['基本和其他特定形式的震颤']
C1963739	['肝胸水']
C1963750	['口腔粘膜红斑']
C1963759	['明显死亡']
C1963789	['生殖器肿胀']
C1963790	['外阴阴道烧灼感']
C1963821	['口咽菌斑']
C1963822	['粘膜色素沉着']
C1963859	['MLF综合征']
C1963889	['角化白细胞瘤']
C1963936	['极度知觉']
C1963939	['外阴烧灼感']
C1963964	['甲周红斑']
C1996961	['外周血管疾病（疾病）引起的休息时疼痛']
C1997216	['自发性疼痛（发现）']
C1997332	['语言构音障碍（发现）']
C1997818	['α肾上腺素能阻滞剂引起的鼻炎（疾病）']
C1998149	['不明原因眩晕（发现）']
C1998226	['多因素步态问题（发现）']
C1998435	['典型的心绞痛']
C2004489	['反流（症状）']
C2004661	['月经频率异常（症状）']
C2004684	['行走困难异常用脚推开（症状）']
C2004685	['左脚蹬地行走困难异常（症状）']
C2004686	['右脚蹬地行走困难异常（症状）']
C2004687	['间歇性行走异常（症状）']
C2004820	['右手中指烧灼感（症状）']
C2004821	['肛周烧灼感（症状）']
C2004822	['会阴烧灼感（症状）']
C2004823	['右脚踝烧灼感（症状）']
C2004824	['右臂或手有烧灼感（症状）']
C2004825	['右腹股沟烧灼感（症状）']
C2004826	['右大腿内侧烧灼感（症状）']
C2004827	['右腿或脚有烧灼感（症状）']
C2004828	['右大腿外侧烧灼感（症状）']
C2004829	['右大腿烧灼感（症状）']
C2004830	['右手无名指烧灼症状']
C2004831	['左手拇指烧灼感（症状）']
C2004832	['右手拇指烧灼感（症状）']
C2004833	['左脚脚趾烧灼感（症状）']
C2004834	['右脚脚趾烧灼感（症状）']
C2004835	['局部暴露区域的烧灼感（症状）']
C2004836	['一侧有烧灼感（症状）']
C2004837	['灼烧性浅表皮肤疼痛（症状）']
C2005840	['臀部疼痛放射至腿后部（症状）']
C2005841	['臀部疼痛放射至大腿后部（症状）']
C2006224	['可佩戴隐形眼镜的持续时间（症状）']
C2006247	['感觉不到宫内节育器串']
C2006248	['找不到合适的胸罩（症状）']
C2006249	['找不到合适的衣服（症状）']
C2008804	['行走时频繁向左摔倒（症状）']
C2008805	['行走时频繁向右摔倒（症状）']
C2008806	['走路时经常摔倒（症状）']
C2008807	['频繁（每周\\/每天）胃灼热']
C2008810	['经期内经常出现一角大小的血块（症状）']
C2008811	['经期内经常出现鸡蛋大小的血块（症状）']
C2008812	['经期内经常出现大血块（症状）']
C2008813	['经期内经常出现四分之一大小的血块（症状）']
C2008819	['经常想到死亡（症状）']
C2008820	['频繁使用脏话（症状）']
C2008822	['进食后频繁呕吐（症状）']
C2008823	['每周体重频繁变化1.8公斤或以上']
C2008825	['频繁小便（症状）']
C2008827	['经常迷路（症状）']
C2008828	['频繁的口呼吸（症状）']
C2008829	['经常撞到东西或人（症状）']
C2008831	['经常打翻东西（症状）']
C2008832	['上下行走时经常误判距离（症状）']
C2008833	['倾倒液体时经常丢失容器（症状）']
C2008834	['穿针时经常丢失（症状）']
C2008835	['双手都有弗罗门特征（物理发现）']
C2008880	['唾液起泡（症状）']
C2009900	['表现出挑剔和极度悲伤的儿童（症状）']
C2009901	['食物呕吐（症状）']
C2009902	['反胃食物呕吐（症状）']
C2009903	['异物堵塞（症状）']
C2009904	['呕吐物呕吐（症状）']
C2010380	['赌博导致非法或不负责任的金融活动（症状）']
C2010381	['赌博扰乱家庭或工作（症状）']
C2010382	['否认后果程度的赌博（症状）']
C2010447	['错字']
C2010774	['高热时出现全身性惊厥（症状）']
C2010777	['全身力量下降（症状）']
C2010778	['全身性皮肤干燥（症状）']
C2010780	['广义模糊视觉']
C2010785	['顽固性全身疼痛（症状）']
C2010790	['广义的硬皮，不包括感觉像砂纸的手掌和脚底']
C2010791	['全身性病变，不包括感觉像砂纸的手掌和脚底']
C2010797	['全身性阴囊肿胀（症状）']
C2010801	['不包括手掌的全身性病变']
C2010802	['不包括手掌和脚底的全身性病变']
C2010803	['不包括脚底的全身性皮肤损伤（症状）']
C2010804	['包括眼睑在内的全身性病变']
C2010805	['包括生殖器内部在内的全身性皮肤损伤（症状）']
C2010806	['包括口腔内部在内的全身性皮肤损伤（症状）']
C2010807	['包括鼻子内部在内的全身性皮肤损伤（症状）']
C2010808	['全身性皮肤病变，包括直肠内部（症状）']
C2010809	['包括内表面在内的全身性病变']
C2010810	['包括手掌在内的全身性病变']
C2010811	['包括手掌和脚底在内的全身性病变']
C2010812	['包括脚底在内的全身性皮肤损伤（症状）']
C2010840	['全身软组织肿胀（症状）']
C2010971	['生殖器病变始于小红肿丘疹（症状）']
C2010972	['生殖器病变始于疼痛（症状）']
C2010973	['生殖器病变最初看起来像小水泡（症状）']
C2011168	['种族灭绝思想（症状）']
C2012332	['患者信息（症状）来源的可靠性良好']
C2012471	['左半视野逐渐丧失视力（症状）']
C2012472	['双眼左半视野逐渐丧失视力（症状）']
C2012473	['视野下半部分逐渐丧失视力（症状）']
C2012474	['左眼下半视野逐渐丧失视力（症状）']
C2012475	['右眼下半视野逐渐丧失视力（症状）']
C2012476	['双眼下半视野逐渐丧失视力（症状）']
C2012477	['鼻腔半视野逐渐丧失视力（症状）']
C2012478	['双眼半视野的鼻腔视力逐渐丧失（症状）']
C2012481	['部分视野逐渐丧失视力（症状）']
C2012482	['右半视野逐渐丧失视力（症状）']
C2012483	['双眼右半视野逐渐丧失视力（症状）']
C2012484	['颞半视野逐渐丧失视力（症状）']
C2012487	['双眼颞半视野逐渐丧失视力（症状）']
C2012488	['上半视野逐渐丧失视力（症状）']
C2012489	['双眼上半视野逐渐丧失视力（症状）']
C2012490	['左眼上半视野逐渐丧失视力（症状）']
C2012491	['右眼上半视野逐渐丧失视力（症状）']
C2012492	['腹痛逐渐发作']
C2012493	['踝关节疼痛（症状）的逐渐发作']
C2012494	['肘关节疼痛逐渐发作']
C2012495	['肘关节逐渐肿胀']
C2012496	['发烧逐渐开始']
C2012497	['脚痛逐渐发作']
C2012498	['髋关节疼痛（症状）的逐渐发作']
C2012499	['逐渐出现膝盖疼痛（症状）']
C2012500	['逐渐出现下背痛（症状）']
C2012563	['踝关节刺痛感（症状）']
C2012564	['双脚踝刺痛感（症状）']
C2012565	['双膝刺痛感（症状）']
C2012566	['双肩刺痛感（症状）']
C2012567	['双手腕刺痛感（症状）']
C2012568	['膝关节刺痛感（症状）']
C2012569	['左脚踝刺痛感（症状）']
C2012570	['左膝刺痛感（症状）']
C2012571	['左肩刺痛感（症状）']
C2012572	['左手腕刺痛感（症状）']
C2012573	['颈部有刺痛感']
C2012574	['右脚踝刺痛感（症状）']
C2012575	['右膝刺痛感（症状）']
C2012576	['右肩刺痛感（症状）']
C2012577	['右腕刺痛感（症状）']
C2012578	['肩部刺痛感（症状）']
C2012579	['腕关节刺痛感（症状）']
C2012588	['肉汁样大便（症状）']
C2012592	['性格缺陷贪婪']
C2012598	['醒来时长时间昏昏欲睡（症状）']
C2012599	['腹股沟淋巴结肿大']
C2012600	['左侧腹股沟淋巴结肿大']
C2012601	['右腹股沟淋巴结肿大']
C2012602	['双侧腹股沟疼痛（症状）']
C2012603	['腹股沟疼痛进行性，活动水平降低（症状）']
C2012604	['腹股沟疼痛进行性，活动程度相同（症状）']
C2012605	['腹股沟疼痛放射至睾丸（症状）']
C2012606	['放射性腹股沟痛（症状）']
C2012607	['腹股沟疼痛恶化然后减轻（症状）']
C2012608	['双侧腹股沟肿胀']
C2012609	['左侧腹股沟肿胀（症状）']
C2012610	['腹股沟症状（症状）']
C2012626	['下眼睑生长（症状）']
C2012627	['双下眼睑生长（症状）']
C2012628	['左眼下眼睑生长（症状）']
C2012629	['左眼内下眼睑生长（症状）']
C2012630	['左眼外下眼睑生长（症状）']
C2012631	['右眼下眼睑生长（症状）']
C2012632	['内下眼睑的生长']
C2012633	['外下眼睑的生长']
C2012634	['9岁前阴毛或腋毛生长（症状）']
C2012635	['双眼有色部位生长（症状）']
C2012636	['眼睛有色部位生长（症状）']
C2012637	['左眼有色部位生长（症状）']
C2012638	['右眼有色部位生长（症状）']
C2012639	['眼部生长（症状）']
C2012640	['眼睑生长']
C2012641	['左侧巩膜生长（症状）']
C2012642	['右侧巩膜生长（症状）']
C2012643	['巩膜生长（症状）']
C2012644	['有血管的白眼生长（症状）']
C2012650	['上眼睑生长（症状）']
C2012651	['双眼上眼睑生长（症状）']
C2012652	['左眼上眼睑生长（症状）']
C2012653	['左眼内上眼睑生长（症状）']
C2012654	['左眼外上眼睑生长（症状）']
C2012655	['右眼上眼睑生长（症状）']
C2012656	['内上眼睑的生长']
C2012657	['外上眼睑的生长']
C2012661	['双眼巩膜生长']
C2012694	['牙龈斑点（症状）']
C2012695	['牙龈黑斑（症状）']
C2012696	['牙龈上的蓝斑（症状）']
C2012697	['牙龈上的灰斑（症状）']
C2012698	['牙龈上有多个斑点（症状）']
C2012699	['牙龈上的一个斑点']
C2012700	['牙龈白斑（症状）']
C2012701	['牙龈症状']
C2013199	['对立行为（症状）']
C2013427	['口腔症状']
C2013498	['口腔体温']
C2013964	['参考意见']
