C0000742	['阿贝尔森白血病病毒']
C2654809	['分枝杆菌噬菌体拉姆齐']
C2654845	['麻疯树黄花叶印度病毒']
C2655271	['Stx2转化噬菌体1717']
C2655674	['马鹿乳头瘤病毒KE-2008']
C2655868	['类埃拉病毒']
C2655871	['布卢斯纳病毒']
C2655872	['恩多纳韦科']
C2655873	['球状病毒']
C2655874	['德塔利波他病毒']
C2656033	['肠杆菌噬菌体YYZ-2008']
C2656081	['番茄黄叶病毒']
C2656082	['古巴\\/辣椒双生病毒2007']
C2656125	['烟草黄色皱褶病毒']
C2656126	['猫乳头瘤病毒FAP3']
C2656263	['伯塞洛特禽痘病毒的pipit\\/Porto Santo\\/V5PO\\/2006']
C2656264	['禽痘病毒贝塞洛氏pipit\\/Tenerife\\/blue titpox\\/2006']
C2656424	['马尔瓦静脉清除病毒']
C2656439	['本迪布焦埃博拉病毒（有机体）']
C2656596	['斜纹夜蛾核型多角体病毒II']
C2656618	['拉纳卡特斯贝亚纳病毒TW07-440']
C2656795	['蝙蝠冠状病毒特立尼达\\/1FY2BA\\/2007']
C2656796	['蝙蝠冠状病毒特立尼达\\/1CO7BA\\/2007']
C2656889	['金针菇褐化病毒']
C2656890	['阿米样异疱疹病毒1']
C2656993	['无鞭虫科']
C2657066	['黑斑自记核型多角体病毒']
C2657240	['番茄坏死斑点病毒']
C2657324	['噬菌体APSE-3']
C2657325	['噬菌体APSE-4']
C2657326	['噬菌体APSE-5']
C2657327	['噬菌体APSE-6']
C2657328	['噬菌体APSE-7']
C2657353	['禽痘病毒木鸽\\/ER-2008\\/CZE']
C2657928	['蝙蝠单纯形病毒1']
C2657929	['伊多隆·杜普拉恩姆简单病毒1']
C2657930	['艾多龙黑色素瘤单纯疱疹病毒1型']
C2657931	['Lonchophylla thomasi simplexvirus 1']
C2657932	['莱莱翼龙单纯1型病毒']
C2658130	['飞燕草静脉清除病毒']
C2658190	['胡萝卜斑点模拟病毒卫星RNA']
C2658191	['胡萝卜斑点病毒卫星RNA']
C2658420	['板形伊氏囊核型多角体病毒']
C2658421	['中根瘤菌噬菌体AM-2008']
C2658908	['拉斐多病毒']
C2658921	['壶腹病毒科']
C2658922	['壶腹病毒']
C2658923	['鹿痘病毒']
C2658924	['未分类的鹿痘病毒']
C2658974	['未分类的微小核糖核酸病毒']
C2658975	['短小核糖核酸病毒狗\\/BR-01\\/BRA\\/2004']
C2658976	['短小核糖核酸病毒蛇\\/BR-01\\/BRA\\/2006']
C2658977	['小核糖核酸病毒大鼠\\/BR-01\\/BRA\\/2006']
C2658978	['小核糖核酸病毒大鼠\\/BR-02\\/BRA\\/2006']
C2658979	['噬菌体弧菌douglas 12A4']
C2658980	['弧菌噬菌体eugene 12A10']
C2658981	['噬菌体helene 12B3弧菌']
C2658982	['噬菌体弧菌henriette 12B8']
C2658983	['噬菌体弧菌martha 12B12']
C2658984	['噬菌体弧菌jenny 12G5']
C2659253	['窄食单胞菌噬菌体S1']
C2659436	['未分类Pospiviroid']
C2659437	['胡椒果类病毒']
C2659540	['蜀葵叶皱缩病毒相关卫星DNAβ']
C2659564	['图花叶病毒JJW-2008']
C2659566	['图JJW-2008禽流感病毒']
C2659567	['图克隆病毒JJW-2008']
C2660297	['南瓜曲叶病毒相关卫星DNAβ']
C2660298	['胡椒金花叶病毒相关DNAβ']
C2660319	['葡萄球菌病毒IPLA88']
C2660321	['葡萄球菌噬菌体Ipla35']
C2660500	['海龟tornovirus 1']
C2660504	['番茄曲叶病毒']
C2660505	['番茄卷曲叶片']
C2660706	['葡萄球菌噬菌体phi6390']
C2660777	['未分类Lagovirus']
C2660778	['肠道兔杯状病毒MIC-07']
C2660865	["T'Ho病毒"]
C2661083	['宽吻海豚肠病毒']
C2661139	['瑞香花叶病毒']
C2661239	['噬菌体Lv-1']
C2661243	['未分类黄瓜病毒']
C2661244	['盖弗轻度斑点病毒']
C2661272	['大豆黄斑驳花叶病毒']
C2661305	['未分类博尔纳病毒']
C2661499	['太阳大麻叶变形病毒']
C2662204	['猫痘病毒ITA1_PG']
C2662205	['猫痘病毒ITA2_BC']
C2662228	['萝卜隐性病毒3']
C2662245	['灰鼠狐猴原猴免疫缺陷病毒（pSIVgml）']
C2662968	['重组囊泡病毒']
C2662969	['重组水泡性口炎印第安纳病毒rVSV-G\\/GFP']
C2663154	['海鲈虹彩病毒']
C2663191	['番茄坏死环斑病毒']
C2663198	['人轮状病毒N138']
C2663199	['人轮状病毒99-D\\/214']
C2663415	['短小核糖核酸病毒科']
C2663556	['木蝇核型多角体病毒2']
C2663626	['Cosavirus']
C2663629	['人cosavirus C']
C2663632	['未分类的Cosavirus']
C2663633	['Senecavirus属（生物体）']
C2663634	['人类cosavirus 1144']
C2663635	['人cosavirus 769']
C2663636	['人cosavirus RdRp-0001']
C2663637	['人cosavirus RdRp-0002']
C2663638	['人cosavirus RdRp-0008']
C2663639	['人cosavirus RdRp-0012']
C2663640	['人cosavirus RdRp-0015']
C2663641	['人cosavirus RdRp-0422']
C2663642	['人cosavirus RdRp-1143']
C2663643	['人cosavirus RdRp-1144']
C2663644	['人cosavirus RdRp-1449']
C2663645	['人cosavirus RdRp-1813']
C2663646	['人cosavirus RdRp-1871']
C2663647	['人cosavirus RdRp-1892']
C2663648	['人cosavirus RdRp-2204']
C2663649	['人cosavirus RdRp-2255']
C2663650	['人cosavirus RdRp-5005']
C2663651	['人cosavirus RdRp-5008']
C2663652	['人cosavirus RdRp-5009']
C2663653	['人cosavirus RdRp-5016']
C2663654	['人cosavirus RdRp-5018']
C2663655	['人cosavirus RdRp-5019']
C2663656	['人cosavirus RdRp-5038']
C2663657	['人cosavirus RdRp-5044']
C2663658	['人cosavirus RdRp-5048']
C2663659	['人cosavirus RdRp-5510']
C2663660	['人cosavirus RdRp-5550']
C2663661	['人cosavirus RdRp-5842']
C2663662	['人cosavirus RdRp-6178']
C2663663	['人cosavirus RdRp-6187']
C2663664	['人cosavirus RdRp-6341']
C2663665	['人cosavirus RdRp-768']
C2663666	['人cosavirus RdRp-770']
C2663667	['人冠状病毒RdRp-771']
C2663668	['人冠状病毒RdRp-960']
C2663669	['人cosavirus RdRp-961']
C2663670	['人cosavirus RdRp-962']
C2663671	['人冠状病毒RdRp-969']
C2663672	['人cosavirus RdRp-970']
C2663673	['人cosavirus RdRp-974']
C2663674	['人cosavirus RdRp-976']
C2663839	['鲁德贝基亚花扭曲病毒']
C2663930	['2036年汉坦病毒Biritiba Mirim']
C2663931	['汉坦病毒2062 Biritiba Mirim']
C2663932	['汉坦病毒2063 Biritiba Mirim']
C2663933	['汉坦病毒2064 Biritiba Mirim']
C2663934	['汉坦病毒2066 Biritiba Mirim']
C2663935	['汉坦病毒2070 Biritiba Mirim']
C2663936	['汉坦病毒2071 Biritiba Mirim']
C2663937	['汉坦病毒2072 Biritiba Mirim']
C2663938	['汉坦病毒2075 Biritiba Mirim']
C2663939	['汉坦病毒2076 Biritiba Mirim']
C2663940	['汉坦病毒2145 Biritiba Mirim']
C2663941	['汉坦病毒2303 Biritiba Mirim']
C2663942	['汉坦病毒2306 Biritiba Mirim']
C2663943	['汉坦病毒2315 Biritiba Mirim']
C2663944	['汉坦病毒2319 Biritiba Mirim']
C2663945	['汉坦病毒2336 Biritiba Mirim']
C2664773	['海棠破花病毒']
C2665387	['胡萝卜隐匿病毒']
C2665632	['红三叶脉花叶病毒']
C2665633	['景天潜伏病毒']
C2665867	['天南星马铃薯Y病毒1']
C2665868	['天南星马铃薯Y病毒2']
C2665870	['小家鼠动员内源性多向性前病毒']
C2666106	['布汉斯瓦尔黄脉病毒']
C2666109	['南方番茄病毒']
C2666281	['分枝杆菌噬菌体Phlyer']
C2666480	['希腊病毒网状坏死病毒']
C2666481	['希腊病毒花叶病毒']
C2666993	['巴科帕褪绿病毒']
C2667624	['桑迪湾病毒']
C2667625	['芬奇溪病毒']
C2667764	['虹膜马铃薯Y病毒Sep2005\\/NZL']
C2668186	['Cypovirus蚊子\\/0507BS3\\/新疆']
C2668257	['神经坏死病毒']
C2668258	['古利奥糠虾神经坏死病毒']
C2668259	['Lates calcarifer虹彩病毒']
C2668260	['印度滑膜虹彩病毒']
C2668261	['斑魟虹彩病毒']
C2668466	['大戟黄色花叶病毒']
C2668537	['延龄草皱叶病毒']
C2668581	['未分类的类科尔韦病毒']
C2668582	['Coleus blumei类病毒5']
C2668756	['加利福尼亚海狮无尾病毒']
C2668896	['小核糖核酸病毒大鼠\\/BR-03\\/BRA\\/2006']
C2668897	['短小核糖核酸病毒狗\\/BR-02\\/BRA\\/2004']
C2668899	['TYLCAxV-Sic2-[IT:Sic2\\/5:04]']
C2668945	['腺相关病毒-Po1']
C2668946	['腺相关病毒-Po2']
C2668947	['腺相关病毒-Po3']
C2669168	['肠杆菌噬菌体32']
C2669169	['肠杆菌噬菌体27']
C2669170	['肠杆菌噬菌体22']
C2669219	['双病毒冬瓜\\/苏番布里2008\\/2008年2月']
C2669220	['丝瓜双生病毒\\/Khon Kaen2008\\/2008年2月']
C2669221	['Begomovirus pumpkin\\/Suphan Buri\\/Mar2008']
C2669391	['噬藻体2-3']
C2669392	['岩藻NATL2A-14']
C2669394	['噬藻9302-1a']
C2669395	['噬藻9312-10a']
C2669396	['岩藻9515-11a']
C2669709	['秋葵斑驳病毒']
C2669710	['马齿苋卷叶病毒']
C2669896	['梅尔坦西娅曲叶病毒']
C2669933	['棉花曲叶病毒']
C2670589	['噬菌体链球菌SV1']
C2670600	['蝙蝠冠状病毒河马\\/GhanaBoo\\/344\\/2008']
C2670601	['蝙蝠冠状病毒河马\\/GhanaBoo\\/348\\/2008']
C2670602	['蝙蝠冠状病毒河马\\/GhanaKwam\\/10\\/2008']
C2670603	['蝙蝠冠状病毒河马\\/GhanaKwam\\/13\\/2008']
C2670604	['蝙蝠冠状病毒河马\\/GhanaKwam\\/19\\/2008']
C2670605	['蝙蝠冠状病毒河马\\/GhanaKwam\\/20\\/2008']
C2670606	['蝙蝠冠状病毒河马\\/GhanaKwam\\/22\\/2008']
C2670607	['蝙蝠冠状病毒Hipposideros\\/GhanaKwam\\/24\\/2008']
C2670608	['蝙蝠冠状病毒河马\\/GhanaKwam\\/26\\/2008']
C2670609	['蝙蝠冠状病毒河马\\/GhanaKwam\\/27\\/2008']
C2670610	['蝙蝠冠状病毒河马\\/GhanaKwam\\/31\\/2008']
C2670611	['蝙蝠冠状病毒河马\\/GhanaKwam\\/8\\/2008']
C2670963	['肠杆菌噬菌体SSL-2009a']
C2671531	['眼镜蛇病毒']
C2671952	['肠球菌噬菌体EFAP-1']
C2672041	['未分类phiKMV样噬菌体']
C2672056	['蝙蝠星状病毒']
C2672057	['蝙蝠星状病毒Ha\\/广西\\/HZ04\\/2007']
C2672058	['蝙蝠星状病毒Ha\\/广西\\/L13\\/2007']
C2672059	['蝙蝠星状病毒Ha\\/广西\\/LG02\\/2007']
C2672060	['蝙蝠星状病毒Ha\\/广西\\/LG03\\/2007']
C2672061	['蝙蝠星状病毒Ha\\/广西\\/LH10\\/2007']
C2672062	['蝙蝠星状病毒Ha\\/广西\\/LS10\\/2007']
C2672063	['蝙蝠星状病毒Ha\\/广西\\/LS11\\/2007']
C2672064	['蝙蝠星状病毒Ha\\/广西\\/LY03\\/2007']
C2672065	['蝙蝠星状病毒Ha\\/广西\\/LY07\\/2007']
C2672066	['蝙蝠星状病毒Ha\\/广西\\/PD03\\/2007']
C2672067	['蝙蝠星状病毒Ha\\/广西\\/TD03\\/2007']
C2672068	['蝙蝠星状病毒Ha\\/广西\\/WW06\\/2007']
C2672069	['蝙蝠星状病毒Hl\\/广西\\/LD117\\/2007']
C2672070	['蝙蝠星状病毒Hl\\/广西\\/PX05\\/2007']
C2672071	['蝙蝠星状病毒Hl\\/广西\\/WT03\\/2007']
C2672072	['蝙蝠星状病毒Hp\\/广西\\/BZ9\\/2007']
C2672073	['蝙蝠星状病毒Hp\\/广西\\/CJ04\\/2007']
C2672074	['蝙蝠星状病毒Hp\\/广西\\/HY11\\/2007']
C2672075	['蝙蝠星状病毒Hp\\/广西\\/LC01\\/2007']
C2672077	['蝙蝠星状病毒Hp\\/广西\\/LC08\\/2007']
C2672078	['蝙蝠星状病毒Hp\\/广西\\/WW08\\/2007']
C2672079	['蝙蝠星状病毒Ii\\/广西\\/JY10\\/2007']
C2672080	['蝙蝠星状病毒Ii\\/广西\\/JY11\\/2007']
C2672081	['蝙蝠星状病毒Ii\\/广西\\/JY14\\/2007']
C2672082	['蝙蝠星状病毒Ms\\/安徽\\/A894\\/2005']
C2672083	['蝙蝠星状病毒Ms\\/安徽\\/A909\\/2005']
C2672084	['蝙蝠星状病毒Ms\\/福建\\/A1196\\/2006']
C2672085	['蝙蝠星状病毒Ms\\/广西\\/A629\\/2005']
C2672086	['蝙蝠星状病毒My\\/广西\\/JY01\\/2007']
C2672087	['蝙蝠星状病毒My\\/广西\\/JY06\\/2007']
C2672088	['蝙蝠星状病毒My\\/广西\\/JY07\\/2007']
C2672089	['蝙蝠星状病毒Myr\\/安徽\\/A900\\/2005']
C2672090	['蝙蝠星状病毒Myr\\/江西\\/A819\\/2005']
C2672091	['蝙蝠星状病毒Pa\\/四川\\/A367\\/2005']
C2672092	['蝙蝠星状病毒Rf\\/湖北\\/273\\/2004']
C2672093	['蝙蝠星状病毒Rf\\/Shandong\\/A977\\/2006']
C2672094	['蝙蝠星状病毒Rp\\/江西\\/A860\\/2005']
C2672095	['蝙蝠星状病毒Tm\\/广西\\/DX02\\/2007']
C2672096	['蝙蝠星状病毒Tm\\/广西\\/DX04\\/2007']
C2672097	['蝙蝠星状病毒Tm\\/广西\\/DX09\\/2007']
C2672098	['蝙蝠星状病毒Tm\\/广西\\/DX14\\/2007']
C2672099	['蝙蝠星状病毒Tm\\/广西\\/DX17\\/2007']
C2672100	['蝙蝠星状病毒Tm\\/广西\\/DX19\\/2007']
C2672101	['蝙蝠星状病毒Tm\\/广西\\/LD04\\/2007']
C2672102	['蝙蝠星状病毒Tm\\/广西\\/LD06\\/2007']
C2672103	['蝙蝠星状病毒Tm\\/广西\\/LD103\\/2007']
C2672104	['蝙蝠星状病毒Tm\\/广西\\/LD110\\/2007']
C2672105	['蝙蝠星状病毒Tm\\/广西\\/LD111\\/2007']
C2672106	['蝙蝠星状病毒Tm\\/广西\\/LD113\\/2007']
C2672107	['蝙蝠星状病毒Tm\\/广西\\/LD116\\/2007']
C2672108	['蝙蝠星状病毒Tm\\/广西\\/LD145\\/2007']
C2672109	['蝙蝠星状病毒Tm\\/广西\\/LD153\\/2007']
C2672110	['蝙蝠星状病毒Tm\\/广西\\/LD154\\/2007']
C2672111	['蝙蝠星状病毒Tm\\/广西\\/LD157\\/2007']
C2672112	['蝙蝠星状病毒Tm\\/广西\\/LD16\\/2007']
C2672113	['蝙蝠星状病毒Tm\\/广西\\/LD27\\/2007']
C2672115	['蝙蝠星状病毒Tm\\/广西\\/LD39\\/2007']
C2672116	['蝙蝠星状病毒Tm\\/广西\\/LD43\\/2007']
C2672117	['\\/LDBAT\\/2007\\/45星状病毒']
C2672118	['蝙蝠星状病毒Tm\\/广西\\/LD46\\/2007']
C2672119	['蝙蝠星状病毒Tm\\/广西\\/LD54\\/2007']
C2672120	['蝙蝠星状病毒Tm\\/广西\\/LD61\\/2007']
C2672121	['蝙蝠星状病毒Tm\\/广西\\/LD67\\/2007']
C2672124	['蝙蝠星状病毒Tm\\/广西\\/LD89\\/2007']
C2672125	['蝙蝠星状病毒Tm\\/广西\\/LD90\\/2007']
C2672126	['蝙蝠星状病毒Tm\\/广西\\/LD98\\/2007']
C2672512	['葡萄树西拉病毒1']
C2672830	['朝阳病毒']
C2672834	['红火蚁病毒3']
C2672872	['异碱基胰岛素样T型病毒']
C2672894	['乳酸杆菌噬菌体Lb338-1']
C2673068	['红蓟叶喀麦隆甜菜碲铁矿']
C2673093	['Anagyris静脉变黄病毒']
C2673143	['非分型人类T淋巴细胞性病毒']
C2709153	['猪源流感病毒']
C2709163	['诺沃克病毒G1']
C2709164	['诺沃克病毒G2']
C2710999	['Castelo dos Sonhos病毒（有机体）']
C2711194	['阿拉夸拉病毒（有机体）']
C2711452	['贝梅霍病毒（有机体）']
C2713588	['猪源性甲型H1N1流感病毒']
C2717800	['HTLV 3']
C2717861	['以色列蜜蜂急性麻痹病毒']
C2718048	['H1N2病毒']
C2718295	['人内源性逆转录病毒']
C2733092	['土耳其腺病毒B（有机体）']
C2733508	['绵羊腺病毒7（有机体）']
C2737044	['丙型肝炎病毒NS3']
C2737082	['甲型H1N1流感病毒']
C2737088	['亚洲A型流感病毒H5']
C2737089	['A型流感病毒（H6）（生物体）']
C2737095	['流感病毒A N2']
C2757407	['微小单胞菌病毒12T']
C2757408	['球形棕囊藻病毒12T']
C2757409	['球形棕囊藻病毒14T']
C2757491	['聚球菌噬菌体S-CBS4']
C2757496	['噬菌体性噬菌体病']
C2757499	['噬藻体P-RSP2']
C2757500	['绿色四色体病毒N1']
C2757501	['绿色四色体病毒S1']
C2757502	['埃米利亚尼亚-赫胥黎病毒V1']
C2757548	['印度木薯花叶病毒-[桑树：喀拉拉邦]']
C2757563	['秋葵曲叶比哈尔病毒']
C2757806	['噬菌体h4489a']
C2757807	['乳球菌噬菌体']
C2757857	['化脓性链球菌噬菌体6180.2']
C2757858	['化脓性链球菌噬菌体6180.3']
C2757859	['化脓性链球菌噬菌体6180.4']
C2757890	['噬菌体t12']
C2757922	['未分类鸟科']
C2758087	['噬藻体Ma-LMM01']
C2758247	['秋葵曲叶病毒']
C2758313	['豆蔻丛矮病毒']
C2758626	['噬菌体Syn9']
C2758733	['伊蚊黄病毒']
C2759009	['化脓性链球菌噬菌体H10403']
C2759026	['蚕豆坏死矮化病毒']
C2759190	['甜瓜曲叶病毒']
C2759191	['黄脉贝塔碲矿']
C2759544	['岩藻8017-1']
C2759545	['噬藻9303-10a']
C2759554	['噬藻体8102-12']
C2759555	['噬藻体8109-3']
C2759558	['岩藻M4-259']
C2759559	['岩屑箱M4-247']
C2759560	['岩藻M4-283']
C2759574	['边缘柯蒂西亚杆状病毒']
C2759601	['圣诞钟马铃薯Y病毒']
C2760029	['棉花曲叶病毒相关DNAβ']
C2760592	['未分类Enquatrovirus']
C2760882	['水仙斑点相关病毒']
C2760883	['水仙白条相关病毒']
C2761480	['黄疸型疱疹病毒2']
C2761481	['鲑鱼疱疹病毒3']
C2762193	['原噬菌体Phi M1T1。Z']
C2762194	['化脓性链球菌噬菌体5005.1']
C2762195	['化脓性链球菌噬菌体5005.2']
C2762196	['化脓性链球菌噬菌体5005.3']
C2762821	['鸡黄花叶病毒']
C2763169	['番茄卷曲叶']
C2763942	['芽孢杆菌噬菌体PM1']
C2764429	['棉花曲叶拉贾斯坦邦病毒卫星DNA 1']
C2764945	['噬藻体S-RSM4']
C2765041	['亚高山阿米吉斯病毒SaX06-AK20']
C2765515	['化病毒']
C2765751	['伸展泻湖环状病毒']
C2765804	['淡色库蚊黄病毒PoMoFlav_A131']
C2765805	['库蚊黄病毒PoMoFlav_A103']
C2765806	['库蚊黄病毒PoMoFlav_A126']
C2765807	['库蚊黄病毒PoMoFlav_A128']
C2765808	['库蚊黄病毒PoMoFlav_A136']
C2765809	['库蚊黄病毒PoMoFlav_A153']
C2765810	['库蚊黄病毒PoMoFlav_A155']
C2765811	['库蚊黄病毒PoMoFlav_A163']
C2765812	['库蚊黄病毒PoMoFlav_A91']
C2765813	['库蚊黄病毒PoMoFlav_A95']
C2767018	['禽痘病毒大山雀\\/ER-2008\\/CZE']
C2767455	['噬菌体phi-m46链球菌。1.']
C2767546	['箱鳖腺病毒1']
C2767547	['小麦黄矮病毒']
C2768091	['大叶羽扇豆花叶病毒']
C2768148	['莫罗戈罗-马马雷纳病毒']
C2768203	['图JJW-2008黄体病毒相关RNA']
C2768312	['甘薯曲叶兰扎罗特病毒']
C2768455	['噬菌体315.1']
C2768456	['噬菌体315.2']
C2768457	['噬菌体315.3']
C2768458	['噬菌体315.4']
C2768459	['噬菌体315.5']
C2768460	['噬菌体315.6']
C2768474	['莫皮亚·拉萨重组29']
C2768479	['蛇形腺相关病毒2']
C2768636	['大豆斑点花叶病毒']
C2769077	['牛病毒ON-2\\/F\\/06-14']
C2769121	['西伯利亚鲟疱疹病毒']
C2769966	['猿腺病毒27']
C2769967	['猴腺病毒28']
C2769970	['猴腺病毒31']
C2769974	['猿猴腺病毒35']
C2769979	['猿腺病毒40']
C2769980	['猴腺病毒41']
C2769981	['猿腺病毒42']
C2770708	['巴尔比西亚木内源性巴氏病毒']
C2770709	['Musa accuminata内源性巴氏病毒']
C2770761	['Rana catesbeiana病毒JP']
C2770972	['副粘病毒bat\\/GH10\\/2008']
C2770973	['副粘病毒bat\\/GH48\\/2008']
C2771155	['莫龙萨克斯蒂利斯神经坏死病毒']
C2771276	['肠道沙门氏菌亚种。纽因顿肠杆菌血清型噬菌体c341']
C2771968	['轮虫伯纳病毒Palavas株']
C2771972	['果蝇A病毒']
C2772386	['未分类的灰斑病毒']
C2772797	['甘薯无症状病毒1']
C2773107	['虎皮鹦鹉腺病毒1']
C2773196	['人鼻病毒KR1768']
C2773197	['人鼻病毒KR1773']
C2773198	['人鼻病毒KR1866']
C2773199	['人鼻病毒KR1869']
C2773200	['人鼻病毒KR1885']
C2773201	['人鼻病毒KR1902']
C2773202	['1936年人类鼻病毒']
C2773203	['1937年人类鼻病毒']
C2773204	['1956年人类鼻病毒']
C2773205	['人类鼻病毒KR1961']
C2773206	['1979年人类鼻病毒']
C2773207	['人鼻病毒KR2031']
C2773208	['人鼻病毒KR2063']
C2773209	['人鼻病毒KR2072']
C2773210	['人鼻病毒KR2098']
C2773211	['人鼻病毒KR2113']
C2773212	['人鼻病毒KR2146']
C2773213	['人鼻病毒KR2172']
C2773214	['人鼻病毒KR2174']
C2773215	['人鼻病毒KR2184']
C2773216	['人鼻病毒KR2206']
C2773217	['人鼻病毒KR2217']
C2773218	['人鼻病毒KR2218']
C2773219	['人鼻病毒KR2220']
C2773220	['人鼻病毒KR2244']
C2773221	['人鼻病毒KR2261']
C2773222	['人鼻病毒KR2264']
C2773223	['人鼻病毒KR2271']
C2773224	['人鼻病毒KR2275']
C2773225	['人鼻病毒KR2285']
C2773226	['人鼻病毒KR2288']
C2773227	['人鼻病毒KR2311']
C2773228	['人鼻病毒KR2316']
C2773229	['人鼻病毒KR2320']
C2773230	['人鼻病毒KR2390']
C2773231	['人鼻病毒KR2394']
C2773232	['人鼻病毒KR2398']
C2773233	['人鼻病毒KR2484']
C2773234	['人鼻病毒KR2606']
C2773449	['肠杆菌噬菌体D1G']
C2773826	['林蛙普兰西病毒MS-2009a']
C2773854	['橄榄潜伏病毒3']
C2773872	['番茄巧克力病毒']
C2774306	['人鼻病毒SO5797']
C2774307	['人鼻病毒SO5854']
C2774308	['人鼻病毒SO5986']
C2774309	['人鼻病毒SO6666']
C2774310	['人鼻病毒SO6813']
C2774311	['人鼻病毒SO6819']
C2774540	['人鼻病毒KR1868']
C2774541	['人鼻病毒KR1873']
C2774542	['人鼻病毒KR1884']
C2774543	['人类鼻病毒KR1945']
C2774544	['人鼻病毒KR2057']
C2774545	['人鼻病毒KR2126']
C2774546	['人鼻病毒KR2155']
C2774547	['人鼻病毒KR2301']
C2774548	['人鼻病毒KR2313']
C2774549	['人鼻病毒KR2315']
C2774550	['人鼻病毒KR2425']
C2774551	['人鼻病毒KR2543']
C2774552	['人鼻病毒KR2569']
C2774553	['人鼻病毒KR2581']
C2774554	['人鼻病毒KR2629']
C2774575	['达尔文氏棉无症状α卫星[Gossypium harknessii]']
C2774576	['达尔文氏棉无症状α卫星[绒毛棉]']
C2774577	['无症状棉']
C2774578	['无症状棉[宽叶棉]']
C2774579	['无症状棉']
C2775103	['噬菌体Abc2链球菌']
C2775573	['浴球菌病毒BpV132']
C2775574	['浴球菌病毒BpV161']
C2775575	['浴球菌病毒BpV178']
C2775576	['浴球菌病毒BpV82']
C2775577	['浴球菌病毒BpV86']
C2775578	['浴球菌病毒BpV87']
C2775579	['微单胞菌病毒MiV100']
C2775580	['微单胞菌病毒MiV130']
C2775581	['微单胞菌病毒MiV93']
C2775582	['Ostrococcus病毒OtV102']
C2775583	['Ostrococcus病毒OtV113']
C2775584	['Ostrococcus病毒OtV121']
C2775585	['Ostrococcus病毒OtV126']
C2775586	['Ostrococcus病毒OtV21']
C2775587	['Ostrococcus病毒OtV22']
C2775588	['Ostrococcus病毒OtV23']
C2775589	['Ostrococcus病毒OtV29']
C2775590	['Ostrococcus病毒OtV3']
C2775591	['Ostrococcus病毒OtV52']
C2775592	['Ostrococcus病毒OtV63']
C2775593	['Ostrococcus病毒OtV64']
C2775594	['Ostrococcus病毒OtV65']
C2775595	['Ostrococcus病毒OtV66']
C2775596	['Ostrococcus病毒OtV67']
C2775597	['Ostrococcus病毒OtV72']
C2775598	['Ostrococcus病毒OtV78']
C2775890	['番茄曲叶苏拉威西病毒']
C2776147	['链球菌噬菌体616 PZ-2009']
C2776148	['链球菌噬菌体576 PZ-2009']
C2776149	['噬菌体链球菌1032 PZ-2009']
C2776150	['噬菌体链球菌1042 PZ-2009']
C2776151	['噬菌体链球菌1041 PZ-2009']
C2776152	['链球菌噬菌体1033 PZ-2009']
C2776153	['噬菌体链球菌1034 PZ-2009']
C2776154	['噬菌体链球菌1040 PZ-2009']
C2776155	['链球菌噬菌体574 PZ-2009']
C2776156	['链球菌噬菌体591 PZ-2009']
