C0000886	['棘细胞']
C1440363	['CD86细胞']
C1440364	['CD87细胞']
C1440365	['CD88细胞']
C1440366	['CD9细胞']
C1440367	['CD90细胞']
C1440368	['CD91细胞']
C1440369	['CD93细胞']
C1440370	['CD94细胞']
C1440371	['CD95细胞']
C1440372	['CD96细胞']
C1440373	['CD97细胞']
C1440374	['CD98细胞']
C1440375	['CD99细胞']
C1440376	['CDA细胞']
C1440379	['细胞。细胞质CD79']
C1440380	['细胞。细胞周期蛋白D1']
C1440382	['细胞。细胞质免疫球蛋白']
C1440384	['细胞。整倍体+细胞。非整倍体']
C1440385	['细胞。整倍体+细胞。非整倍体。人口1']
C1440386	['细胞。整倍体+细胞。非整倍体。人口2']
C1440387	['细胞。FMC7']
C1440388	['细胞。G2+M相']
C1440389	['细胞。HLA-DR+']
C1440390	['细胞。超二倍体']
C1440391	['细胞。IgG']
C1440392	['细胞。多重耐药性']
C1440393	['细胞。髓过氧化物酶']
C1440394	['细胞。S期']
C1440395	['细胞。斯米格']
C1440396	['细胞。SmIg-CD79']
C1440399	['细胞。（第11季度；第14季度）']
C1440400	['细胞。t（11；19）（q23；p13.3）（MLL，MLLT1）']
C1440401	['细胞。t（11；22）（q24；q12.2）（FLI1，EWSR1）']
C1440402	['细胞。t（11；22）（p13；q12.2）（WT1，EWSR1）']
C1440403	['细胞。t（12；16）（q13；p11.2）（DDIT3，FUS）']
C1440404	['细胞。t（12；21）（p13；q22.3）（ETV6，RUNX1）']
C1440405	['细胞。t（12；22）（q13；q12.2）（ATF1，EWSR1）']
C1440406	['细胞。t（14；18）（第32季度；第21.3季度）（室内运动场，BCL2）']
C1440407	['细胞。t（15；17）（q24.1；q21.1）（PML，RARA）']
C1440409	['细胞。t（2；5）（p23；q35.1）（ALK，NPM1）']
C1440410	['细胞。t（21；22）（q22.3；q12.2）（ERG，EWSR1）']
C1440411	['细胞。t（4；11）（q21.3；q23）（AFF1，MLL）']
C1440412	['细胞。t（5；12）（q33.1；p13）（PDGFRB，ETV6）']
C1440414	['细胞。t（8；14）（第24季度；第32季度）（MYC，室内运动场）']
C1440415	['细胞。t（8；21）（q22；q22.3）（RUNX1T1，RUNX1）']
C1440416	['细胞。t（9；11）（p22；q23）（MLLT3，MLL）']
C1440417	['细胞。t（9；22）（q34.1；q11）（ABL1，BCR）']
C1440418	['细胞。t（9；22）（q22；q12.2）（NR4A3，EWSR1）']
C1440419	['细胞。t（X；18）（q11.2；p11.23）（SS18，SSX1）']
C1440420	['细胞。t（X；18）（q11.2；p11.22）（SS18，SSX2）']
C1440421	['细胞。TCRα-β']
C1440422	['细胞。TCR伽马三角洲']
C1440423	['细胞。末端脱氧核糖核苷酸转移酶']
C1440424	['细胞。XXX']
C1440603	['红细胞。CD59缺陷']
C1440832	['胰岛细胞']
C1440937	['活化T淋巴细胞']
C1440938	['未成熟淋巴细胞']
C1440968	['线粒体M2']
C1440969	['线粒体M4']
C1440970	['线粒体M9']
C1441017	['中性粒细胞细胞质']
C1441121	['PCA-2']
C1441122	['PCA Tr']
C1441140	['网织红细胞。总数的']
C1441141	['未成熟网织红细胞（细胞）']
C1441142	['网织红细胞。成熟']
C1441143	['网织红细胞。中间']
C1441144	['网织红细胞。点状']
C1441322	['活细胞']
C1441339	['100次爆炸']
C1441340	['100个细胞']
C1441341	['100个红细胞']
C1441342	['100个白细胞']
C1441343	['100淋巴细胞']
C1441344	['100个淋巴细胞。小的']
C1441345	['100个精子']
C1441346	['1000个红细胞']
C1441349	['异常血细胞。全部的']
C1441374	['C4细胞']
C1441375	['细胞。全部的']
C1442179	['羊膜fld细胞']
C1444183	['克莱德蛋']
C1444184	['克莱德蛋']
C1444185	['阴囊卵部']
C1449623	['身体，神经上皮']
C1449624	['神经上皮细胞']
C1449861	['染色体缺陷微核']
C1449862	['基因毒素诱导的微核']
C1449863	['生发微核']
C1455763	['胶带']
C1455886	['非典型宫颈细胞']
C1455888	['自动增益控制']
C1456768	['大核']
C1458149	['整个轴突（细胞结构）']
C1507170	['CD3+CD62L+细胞']
C1507172	['CD3+TCRγδ+细胞']
C1507174	['CD4+CD28+细胞']
C1507176	['CD4+CD95+细胞']
C1507178	['CD8+CD95+细胞']
C1507324	['CD11b+HLA-DR+细胞']
C1507325	['CD13+CD16+细胞']
C1507326	['CD158细胞']
C1507327	['细胞。剥皮机']
C1507328	['细胞。G0+G1期']
C1507329	['细胞。t（6；9）（p22；q34）（德克，NUP214）']
C1507335	['纤毛柱状衬里细胞']
C1510421	['基质线粒体']
C1510674	['A-微管']
C1510684	['ADA转导的T细胞']
C1510716	['结缔组织和软组织细胞异常']
C1510717	['异常细胞滋养层细胞']
C1510719	['异常内皮细胞']
C1510720	['异常嗜酸性粒细胞']
C1510721	['异常上皮细胞']
C1510722	['异常红细胞']
C1510723	['异常红系前体']
C1510724	['异常腺细胞']
C1510725	['造血和淋巴细胞异常']
C1510727	['异常中间型滋养层细胞']
C1510728	['异常角质形成细胞']
C1510729	['异常大颗粒淋巴细胞']
C1510730	['间皮细胞异常']
C1510731	['异常髓样细胞']
C1510732	['异常肌上皮细胞']
C1510733	['异常中性粒细胞']
C1510734	['异常鳞状细胞']
C1510735	['异常合胞滋养层细胞']
C1510737	['异常移行细胞']
C1510738	['异常滋养层细胞']
C1510753	['棘松解角质形成细胞']
C1510779	['腺癌细胞']
C1510780	['嗜酸性颗粒细胞质腺癌细胞']
C1510781	['核内包涵体腺癌细胞']
C1510782	['核周清除腺癌细胞']
C1510783	['腺癌梭形细胞']
C1510808	['核异型性脂肪细胞']
C1510929	['抗MART-1 TCR逆转录病毒载体转导自体PBL']
C1510930	['抗MART-1 TCR逆转录病毒载体转导自体TIL']
C1510955	['恶性血管球细胞']
C1510956	['非典型组织细胞']
C1510958	['非典型小叶上皮细胞']
C1510959	['非典型黑素细胞']
C1510960	['非典型化生顶泌细胞']
C1510962	['非典型鼻旁细胞']
C1510963	['非典型修复细胞']
C1510964	['非典型梭形黑素细胞']
C1510965	['非典型鳞状细胞']
C1510967	['非典型移行细胞']
C1510985	['自体肿瘤细胞']
C1510999	['中心粒轴']
C1511006	['BG01']
C1511007	['BG02']
C1511008	['BG03']
C1511009	['BG04']
C1511042	['巴尔比安尼体']
C1511043	['球囊上皮细胞']
C1511062	['基底细胞']
C1511119	['双核里德-斯特恩伯格细胞']
C1511177	['肿瘤性双极星形胶质细胞']
C1511178	['双极神经元']
C1511184	['有骨骼肌分化证据的奇异细胞']
C1511185	['奇异的肿瘤基质巨细胞']
C1511236	['精子体']
C1511241	['骨髓归巢浆细胞']
C1511245	['以中性粒细胞为主分化的骨髓干细胞']
C1511246	['骨髓造血细胞']
C1511247	['骨髓干细胞在髓系分化的早期阶段']
C1511280	['鲍文细胞']
C1511324	['BresaGen ES细胞系']
C1511356	['C-微管']
C1511434	['CEA RNA脉冲化自体培养的人树突状细胞']
C1511439	['CH01']
C1511440	['CH02']
C1511446	['小鼠少突胶质细胞']
C1511447	['小鼠未分化脑细胞']
C1511449	['中枢神经系统-脊髓-神经元（MMHCC）']
C1511462	['CY10']
C1511463	['CY12']
C1511464	['CY30']
C1511465	['CY40']
C1511466	['CY51']
C1511467	['公元81年']
C1511468	['CY82']
C1511469	['CY91']
C1511470	['公元92年']
C1511498	['收缩系统']
C1511546	['交联剂']
C1511548	['冷冻细胞']
C1511551	['结晶包裹体']
C1511569	['CyThera ES细胞系']
C1511625	['细胞质结构域']
C1511638	['细胞滋养层细胞']
C1511740	['蜕膜细胞']
C1511762	['小鼠树突状细胞']
C1511969	['二聚微管蛋白分子']
C1511970	['小脑直接束']
C1511992	['远端连接纤维']
C1511994	['中心粒腔的远端']
C1512035	['多巴胺神经元']
C1512049	['唐尼细胞']
C1512067	['药物结合位点']
C1512084	['导管癌细胞']
C1512085	['导管上皮细胞']
C1512098	['角化不良细胞']
C1512099	['角化不良角质形成细胞']
C1512100	['发育不良上皮细胞']
C1512101	['发育不良的红细胞']
C1512102	['发育不良红系前体']
C1512103	['发育不良神经节细胞']
C1512104	['发育不良腺细胞']
C1512105	['发育不良粒细胞']
C1512106	['发育不良巨核细胞']
C1512107	['发育不良中性粒细胞']
C1512108	['发育不良鳞状细胞癌']
C1512121	['EG细胞系']
C1512130	['ES01（细胞系）']
C1512131	['ES02']
C1512132	['ES03']
C1512133	['ES04']
C1512134	['ES05']
C1512135	['ES06（细胞系）']
C1512137	['ESO-1反应性自体外周血淋巴细胞']
C1512138	['ESO-1反应性自体肿瘤浸润淋巴细胞']
C1512140	['胚胎干细胞系']
C1512141	['ES细胞系']
C1512166	['外宫颈鳞状细胞癌']
C1512189	['电子致密质膜层']
C1512190	['电子透明质膜层']
C1512191	['呼吸酶的电子传递链']
C1512199	['肾小球系膜细胞']
C1512225	['糖原包涵体']
C1512246	['哥德堡ES细胞系']
C1512308	['HL-60\\/MX1']
C1512309	['HL-60\\/MX2']
C1512310	['HL-60']
C1512330	['具有马蹄形核的间变性T淋巴细胞']
C1512333	['仓鼠细胞系']
C1512336	['希拉S3']
C1512337	['海拉\\/旧金山']
C1512385	['造血和淋巴细胞']
C1512446	['高级恶性移行细胞癌']
C1512460	['高阶染色质折叠']
C1512477	['霍奇金样细胞']
C1512478	['霍奇金细胞']
C1512490	['卡哈尔水平细胞']
C1512505	['乳腺癌细胞']
C1512539	['质膜的亲水部分']
C1512540	['质膜的疏水部分']
C1512547	['深染性脂肪细胞']
C1512548	['深染性内皮细胞']
C1512549	['深染巨核细胞']
C1512550	['深染梭形细胞']
C1512551	['深染性基质细胞']
C1512553	['高粒早幼粒细胞']
C1512564	['粒下早幼粒细胞']
C1512565	['低叶状巨核细胞']
C1512566	['低叶状中性粒细胞']
C1512631	['B细胞，未成熟']
C1512636	['未成熟黏液样间充质细胞']
C1512637	['细胞毒性型未成熟外周α\\/β细胞']
C1512638	['细胞毒性型未成熟外周血γ\\/δ细胞']
C1512639	['未成熟血小板']
C1512640	['未成熟梭形细胞']
C1512641	['未成熟间充质梭形细胞']
C1512642	['未成熟T淋巴细胞']
C1512777	['抑制性突触']
C1512782	['脂质双层内小叶']
C1512787	['感光细胞的内段']
C1512788	['耳蜗内指骨细胞']
C1512859	['中等大小的肿瘤性生殖细胞']
C1512865	['中间滋养层细胞']
C1512874	['中心粒内腔']
C1512899	['间期细胞']
C1512901	['卡哈尔间质细胞']
C1512902	['松果体间质细胞']
C1512944	['γδT细胞']
C1512945	['肠上皮内T淋巴细胞']
C1512971	['恶性甲状腺滤泡细胞']
C1512972	['恶性移行细胞']
C1512977	['哺乳动物细胞']
C1512990	['边缘染色质']
C1512992	['边缘区B淋巴细胞']
C1512993	['结节型边缘区B淋巴细胞']
C1512995	['Maria ES细胞系']
C1513017	['最后阶段成熟']
C1513018	['肿瘤性成熟脂肪细胞']
C1513019	['成熟B细胞']
C1513020	['处于生发中心分化阶段的成熟B淋巴细胞']
C1513022	['成熟中心粒']
C1513023	['成熟细胞毒性T淋巴细胞']
C1513026	['成熟淋巴细胞']
C1513029	['成熟T细胞']
C1513032	['成熟胸腺细胞']
C1513046	['内侧高尔基体']
C1513065	['具有嗜碱性细胞质的肿瘤性中等大小B淋巴细胞']
C1513066	['具有偏心嗜碱性细胞质的肿瘤性中等大小B淋巴细胞']
C1513067	['具有苍白细胞质的肿瘤性中等大小淋巴细胞']
C1513068	['中等大小的肿瘤性成髓细胞，胞质嗜碱性颗粒较粗']
C1513081	['小鼠巨核细胞']
C1513095	['黑色素瘤细胞']
C1513106	['膜附着多核糖体']
C1513107	['膜附着核糖体']
C1513115	['嵴膜']
C1513117	['高尔基体膜']
C1513118	['耳蜗膜管']
C1513123	['蛛网膜细胞']
C1513124	['胞质透明的脑膜上皮细胞']
C1513125	['脑膜上皮细胞突起延长']
C1513168	['化生顶泌细胞']
C1513170	['化生细胞']
C1513171	['化生柱状细胞']
C1513172	['化生上皮细胞']
C1513173	['化生腺细胞']
C1513174	['化生Hurthle细胞']
C1513175	['化生肌上皮细胞']
C1513176	['化生鳞状细胞']
C1513286	['微管三联体']
C1513301	['米库利兹电池']
C1513343	['线粒体基质颗粒']
C1513370	['MizMedi ES细胞系']
C1513376	['中分化腺癌细胞']
C1513410	['猴细胞系']
C1513469	['单核细胞样B细胞']
C1513471	['单叶巨核细胞']
C1513487	['单空泡成脂细胞']
C1513493	['莫特细胞']
C1513528	['小鼠细胞系']
C1513709	['产生粘蛋白的腺癌细胞']
C1513710	['产生粘蛋白的肿瘤上皮细胞']
C1513713	['含胞浆内粘蛋白的腺癌细胞']
C1513715	['粘液支气管细胞']
C1513729	['粘液分泌细胞']
C1513741	['多叶成脂细胞样细胞']
C1513742	['多叶性肿瘤性B淋巴细胞']
C1513745	['多核角质形成细胞']
C1513746	['多核恶性鳞状细胞癌']
C1513747	['多核里德-斯特恩伯格细胞']
C1513752	['多极神经元']
C1513753	['具有可变谱系潜能的骨髓干细胞']
C1513754	['多价棕色脂肪细胞']
C1513755	['多聚成脂细胞']
C1513756	['木乃伊细胞']
C1513797	['小鼠肌上皮细胞']
C1513800	['感光细胞内段的肌样部分']
C1513814	['FCNCBS1']
C1513815	['FCNCBS2']
C1513816	['FCNCBS3']
C1513872	['幼稚B细胞']
C1513923	['肿瘤性嗜酸性干细胞']
C1513924	['肿瘤性腺泡细胞']
C1513925	['肿瘤性星形胶质细胞']
C1513926	['几乎没有松弛突起的肿瘤性星形胶质细胞']
C1513927	['肿瘤性B-免疫母细胞']
C1513928	['肿瘤性B淋巴母细胞']
C1513929	['肿瘤性B淋巴细胞']
C1513930	['肿瘤性B-前淋巴细胞']
C1513931	['肿瘤性基底细胞']
C1513932	['肿瘤性爆炸']
C1513933	['具有嗜碱性细胞质的肿瘤性骨髓母细胞']
C1513934	['肿瘤胚芽细胞']
C1513935	['细胞质嗜酸性的肿瘤细胞']
C1513936	['肿瘤性脑样T淋巴细胞']
C1513937	['肿瘤性软骨母细胞']
C1513938	['肿瘤性软骨母细胞样细胞']
C1513939	['肿瘤性软骨细胞']
C1513940	['肿瘤性透明细胞']
C1513941	['肿瘤性透明细胞癌细胞']
C1513942	['肿瘤性结缔组织和软组织细胞']
C1513943	['肿瘤性结缔组织和软组织梭形细胞']
C1513944	['肿瘤性促肾上腺皮质激素细胞']
C1513945	['肿瘤性立方细胞']
C1513946	['肿瘤性皮肤基底细胞']
C1513947	['肿瘤性细胞滋养层细胞']
C1513949	['肿瘤性导管上皮细胞']
C1513950	['肿瘤性细长胶质细胞']
C1513951	['肿瘤性内分泌细胞']
C1513952	['肿瘤性内分泌主细胞']
C1513953	['肿瘤性内分泌透明细胞']
C1513954	['肿瘤性肾上腺致密细胞']
C1513955	['肿瘤性内分泌空细胞']
C1513956	['肿瘤性内皮细胞']
C1513957	['肿瘤性嗜酸性细胞']
C1513958	['肿瘤性室管膜细胞']
C1513959	['肿瘤上皮细胞']
C1513960	['肿瘤性上皮透明细胞']
C1513961	['肿瘤性上皮多边形细胞']
C1513962	['肿瘤性上皮梭形细胞']
C1513963	['肿瘤性上皮样细胞']
C1513964	['肿瘤性束状细胞']
C1513965	['肿瘤性胎儿上皮细胞']
C1513966	['肿瘤成纤维样细胞']
C1513967	['肿瘤性纤维组织细胞']
C1513968	['肿瘤滤泡树突状细胞']
C1513969	['肿瘤梭形细胞']
C1513970	['肿瘤性神经节细胞']
C1513971	['肿瘤性生殖细胞']
C1513972	['具有透明至轻度嗜酸性细胞质的肿瘤性生殖细胞']
C1513973	['肿瘤性腺细胞']
C1513974	['具有透明细胞质的肿瘤性腺细胞']
C1513975	['细胞核增大的肿瘤性腺细胞']
C1513976	['肿瘤性腺体细胞，细胞核增大，核仁突出']
C1513977	['具有嗜酸性颗粒细胞质的肿瘤性腺细胞']
C1513978	['肿瘤性胶质细胞']
C1513979	['肿瘤性肾小球细胞']
C1513980	['肿瘤性促性腺激素细胞']
C1513981	['肿瘤性颗粒细胞']
C1513982	['肿瘤生长激素细胞']
C1513983	['肿瘤性造血和淋巴细胞']
C1513984	['肿瘤组织细胞']
C1513985	['肿瘤性组织细胞样细胞']
C1513987	['肿瘤性鞋钉细胞']
C1513988	['肿瘤性Hurthle细胞']
C1513989	['肿瘤性免疫母细胞']
C1513990	['肿瘤性免疫母细胞样B淋巴细胞']
C1513991	['肿瘤性叉指树突状细胞']
C1513992	['肿瘤中间型滋养层细胞']
C1513993	['肿瘤性角质形成细胞']
C1513994	['肿瘤性朗格汉斯细胞']
C1513995	['肿瘤性大B淋巴细胞']
C1513996	['具有苍白细胞质的肿瘤性大B淋巴细胞']
C1513997	['大细胞']
C1513998	['细胞质丰富的肿瘤性大细胞']
C1513999	['具有丰富嗜酸性细胞质的肿瘤性大细胞']
C1514000	['有大量苍白细胞质的肿瘤性大细胞']
C1514001	['肿瘤性大中心细胞']
C1514002	['肿瘤性大神经节样星形胶质细胞']
C1514003	['肿瘤性大生殖细胞']
C1514004	['肿瘤性T细胞大颗粒淋巴细胞']
C1514005	['肿瘤性大淋巴细胞']
C1514006	['肿瘤性中心母细胞']
C1514007	['肿瘤性大型多形性生殖细胞']
C1514008	['肿瘤性大T淋巴细胞']
C1514009	['肿瘤性间质细胞']
C1514010	['肿瘤性小叶上皮细胞']
C1514011	['肿瘤性淋巴细胞']
C1514012	['肿瘤性肥大细胞']
C1514013	['肿瘤性成熟神经节细胞']
C1514014	['肿瘤性成熟神经节细胞']
C1514015	['肿瘤性中等大小淋巴细胞']
C1514016	['具有嗜碱性无颗粒细胞质的肿瘤性中等大小骨髓母细胞']
C1514017	['CD4+\\/CD56+肿瘤中等大小细胞']
C1514018	['肿瘤性中等大小T淋巴细胞']
C1514019	['肿瘤性中到大淋巴细胞']
C1514020	['肿瘤性中到大T淋巴细胞']
C1514021	['肿瘤性巨核母细胞']
C1514022	['肿瘤性黑素细胞']
C1514023	['肿瘤性蛛网膜细胞']
C1514024	['肿瘤性默克尔细胞']
C1514025	['肿瘤性间皮细胞']
C1514026	['肿瘤性单母细胞']
C1514028	['肿瘤性单核细胞样B淋巴细胞']
C1514029	['含有胞浆内粘蛋白的肿瘤上皮细胞']
C1514030	['肿瘤性多核巨细胞']
C1514031	['肿瘤性多核基质细胞']
C1514032	['肿瘤性多极星形胶质细胞']
C1514033	['肿瘤性肌细胞']
C1514034	['肿瘤性骨髓母细胞']
C1514035	['具有丰富嗜碱性细胞质的肿瘤性骨髓母细胞']
C1514036	['肿瘤性骨髓母细胞伴嗜蓝颗粒']
C1514037	['无嗜蓝颗粒的肿瘤性骨髓母细胞']
C1514038	['肿瘤性髓样母细胞']
C1514039	['肿瘤性髓样细胞']
C1514040	['肿瘤性肌上皮细胞']
C1514041	['肿瘤性肌样细胞']
C1514042	['肿瘤性自然杀伤细胞']
C1514043	['肿瘤性神经嵴细胞']
C1514044	['肿瘤性神经内分泌细胞']
C1514045	['肿瘤性神经内分泌多角形细胞']
C1514046	['肿瘤性神经内分泌多角形细胞伴细胞质嗜酸性球']
C1514047	['肿瘤性神经内分泌梭形细胞']
C1514048	['肿瘤性神经上皮细胞']
C1514049	['肿瘤性神经上皮细胞和肿瘤性神经周围细胞']
C1514050	['肿瘤性中性粒细胞前体']
C1514051	['肿瘤性非皮肤基底样细胞']
C1514052	['肿瘤性少突胶质样细胞']
C1514053	['肿瘤性少突胶质细胞']
C1514054	['肿瘤细胞']
C1514055	['肿瘤性成骨细胞']
C1514056	['肿瘤性神经周围细胞']
C1514057	['肿瘤性神经周围细胞']
C1514058	['肿瘤浆细胞']
C1514067	['肿瘤性肥大上皮细胞']
C1514068	['肿瘤性多角形细胞']
C1514069	['多角形瘤细胞，有丰富的颗粒状细胞质']
C1514070	['具有嗜酸性细胞质的多角形肿瘤细胞']
C1514071	['恶性原始生殖细胞']
C1514072	['肿瘤性乳营养细胞']
C1514073	['肿瘤性前淋巴细胞']
C1514074	['肿瘤启动细胞']
C1514075	['肿瘤性早幼粒细胞']
C1514076	['肿瘤性圆细胞']
C1514077	['肿瘤性圆形细胞伴脂肪瘤样分化']
C1514078	['具有神经元分化的肿瘤性圆形细胞']
C1514079	['肿瘤性圆形神经上皮细胞']
C1514080	['肿瘤性雪旺细胞']
C1514081	['肿瘤性浆液性上皮细胞']
C1514082	['肿瘤性支持细胞']
C1514083	['肿瘤性索间质细胞']
C1514084	['肿瘤性小B淋巴细胞']
C1514085	['肿瘤性小细胞癌']
C1514086	['肿瘤性小中心细胞']
C1514088	['肿瘤性小未成熟神经上皮细胞']
C1514089	['肿瘤性小淋巴细胞']
C1514090	['肿瘤性成熟小神经上皮细胞']
C1514091	['肿瘤性小神经上皮细胞']
C1514092	['肿瘤性小圆细胞']
C1514093	['肿瘤性小T淋巴细胞']
C1514094	['肿瘤性小T淋巴细胞']
C1514095	['肿瘤性中小型淋巴细胞']
C1514096	['肿瘤性中小型T淋巴细胞']
C1514097	['核不规则的肿瘤性中小型T淋巴细胞']
