C0000005	['(131)I-MAA', '(131)I-Macroaggregated Albumin']
C0052773	['5-(2-(4-azidobenzoyl)aminoethyl)-2,3,4,5-tetrahydro-3-hydroxy-2-(4-methoxyphenyl)-4-oxo-1,5-benzothiazepine', 'azidodiltiazem']
C0052777	['azidohemoglobin', 'Hb N3', 'hemoglobin azide']
C0052782	["Adenosine 5'-(trihydrogen diphosphate), 2'-(4-((4-azido-2-nitrophenyl)amino)butanoate)", 'azidonitrophenylaminobutyryl-adenosine diphosphate', 'azidonitrophenylaminobutyryl-ADP']
C0052784	['3,5-Pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(2-(trifluoromethyl)phenyl)-, 2-((4-azidobenzoyl)amino)ethyl ethyl ester', 'azidopine']
C0052785	['azidoprazosin']
C0052790	['azidothiorphan', 'Glycine, N-(3-(4-azidophenyl)-2-(mercaptomethyl)-1-oxopropyl)-, (+-)-']
C0052799	['7-hydroxy-8-((4-sulfo-1-naphthyl)azo)-5-naphthalenesulfonic acid', 'acid red 2C', 'Alpha-naphthol red', 'azo rubin S', 'azorubine', 'Azorubine', 'Azorubine', 'Carmoisine A stain (substance)', 'Carmoisine A stain', 'Carmoisine A', 'Carmoisine A', 'carmoisine', 'Carmoisine', 'chromogen', 'Chromogen', 'chromogens', 'Chromotrope FB']
C0052805	["2,2'-azobis(2-methylpropionitrile)", "2,2'-azobisisobutyronitrile", 'AIBN', 'azobis(isobutyronitrile)', 'azobisisobutyronitrile']
C0052808	['Azocoll']
C0052826	['7-(dimethylamino)-3-imino-3H-phenothiazine hydrochloride', 'Azur A', 'azur', 'Azure A stain (substance)', 'Azure A stain', 'Azure A', 'Azure A', 'azure a', 'AZURE A', 'Azure A', 'azure', 'azures', 'Dimethyl thionin', 'Phenothiazin-5-ium, 3-amino-7-(dimethylamino)-, chloride']
C0052827	['Azur B', 'Azure B stain (substance)', 'Azure B stain', 'Azure B', 'Azure B', 'Azure B', 'Phenothiazin-5-ium, 3-(dimethylamino)-7-(methylamino)-, chloride', 'Trimethyl thionin']
C0052828	['Azur C', 'Azure C stain (substance)', 'Azure C stain', 'Azure C', 'Azure C', 'AZURE C', 'Azure C', 'Methyl thionin']
C0052886	['Bac-Seph', 'bacitracin-Sepharose complex']
C0052933	['bakelite']
C0052975	['barium fluorochloride europium', 'barium fluorochloride, europium-doped']
C0052985	['Baros granules']
C0052995	['Basic Blue 11', 'Basic Blue K', 'Victoria blue R']
C0053005	['batrachotoxinin A 20-alpha-benzoate', 'batrachotoxinin A 20-alpha-benzoate', 'Batrachotoxinin A, 20-benzoate', 'batrachotoxinin benzoate', 'BTA-20-AB', 'BTX-B', 'BTXB cpd']
C0053122	['Bentiromide (substance)', 'Bentiromide', 'bentiromide', 'Bentiromide', 'bentiromide', 'bentiromide', 'BENTIROMIDE', 'Bentiromide', 'Bentiromide', 'bentiromide', 'bentiromide', 'Bentiromide', 'BENTIROMIDE', 'Bentiromide', 'Bentiromido', 'Bentiromidum', 'benzoyl-tyrosyl-PABA', 'BTPABA', 'N-benzoyl-L-tyrosyl-p-aminobenzoic acid', 'N-benzoyl-L-tyrosyl-PABA', 'PABA-peptide', 'PFT']
C0053131	['Benz 2', 'Benz-2', 'Benz2']
C0053163	['benzeneboronic acid', 'phenylboronate', 'phenylboronic acid']
C0053165	['benzenepentacarboxylate']
C0053167	['benzeneselenol', 'selenophenol']
C0053172	['benzenesulfonyloxybenzenesulfonic acid']
C0053231	['Benzonitrile (substance)', 'benzonitrile', 'Benzonitrile']
C0053324	['benzylpenicillenic acid']
C0053327	['Benzyl Penicilloyl-Polylysine', 'Benzyl penicilloyl-polylysine', 'benzylpenicilloyl G polylysine', 'Benzylpenicilloyl G polylysine', 'Benzylpenicilloyl polylysine (substance)', 'Benzylpenicilloyl polylysine', 'Benzylpenicilloyl Polylysine', 'benzylpenicilloyl polylysine', 'benzylpenicilloyl polylysine', 'benzylpenicilloyl polylysine', 'BENZYLPENICILLOYL POLYLYSINE', 'benzylpenicilloyl polylysine', 'Benzylpenicilloyl Polylysine', 'BENZYLPENICILLOYL POLYLYSINE', 'Benzylpenicilloyl polylysine', 'BENZYLPENICILLOYL POLYLYSINE', 'Benzylpenicilloyl polylysine-containing product', 'benzylpenicilloyl-G-polylysine', 'benzylpenicilloyl-polylysine', 'Benzylpenicilloyl-polylysine', 'Benzylpenicilloyl-polylysine', 'Benzylpenicilloyl-polylysine', 'BPO-oligolysine', 'Product containing benzylpenicilloyl polylysine (medicinal product)']
C0053351	['Berrylium Sulphate', 'beryllium sulfate', 'Beryllium Sulfate', 'BERYLLIUM SULFATE', 'Sulfuric Acid Beryllium Salt (1:1)', 'sulfuric acid, beryllium salt (1:1)']
C0053353	['BES', 'N,N-bis(2-hydroxyethyl)aminoethanesulfonic acid', 'N,N-bis(2-hydroxyethyl)aminoethanesulfonic acid', 'N,N-bis(2-hydroxyethyl)aminoethanesulfonic acid']
C0053365	['2-Propenoic acid, 3-(2-furanyl)-, monoanhydride with phosphoric acid', 'beta-(2-furyl)acryloyl phosphate', 'furylacryloylphosphate']
C0053368	['4-APAD', "Adenosine 5'-(trihydrogen diphosphate), P'-(4-azidophenyl) ester", "beta-(4-azidophenyl)adenosine 5'-diphosphate"]
C0053369	['4-AAUD', "Adenosine 5'- (trihydrogen diphosphate), uridylyl-(5'-3')-, mono(4-azidophenyl) ester", "beta-(4-azidophenyl)adenylyl-(3'-5')-uridine 5'-diphosphate"]
C0053427	['1-phenyl-1,2-epoxybutane', 'beta-ethylstyrene 7,8-oxide', 'beta-ethylstyrene oxide', 'oxirane, 2-ethyl-3-phenyl-, cis-']
C0053503	['beta-sitosterol sulfate', 'Stigmast-5-en-3-ol, hydrogen sulfate, (3beta)-']
C0053540	['BGJ culture medium']
C0053554	['bicinchoninic acid']
C0053577	['bikethoxal', 'ethylene glycol bis(3-(2-ketobutyraldehyde)ether)']
C0053626	['BCHZ', 'biocytin hydrazide']
C0053649	['biotin-11-dUTP', "Uridine 5'-(tetrahydrogen triphosphate), 2'-deoxy-5-(3-((6-((5-(hexahydro-2-oxo-1H-thieno(3,4-d)imidazol-4-yl)-1-oxopentyl)amino)-1-oxohexyl)amino)-1-propenyl)-, (3aR-(3aalpha,4beta(E),6aalpha))-"]
C0053656	['BACHS', 'biotin-amidocaproate-N-hydroxysuccinimide ester', 'biotinyl-6-aminocaproic acid N-hydroxysuccinimide ester', 'biotinyl-epsilon-aminohexanoic acid N-hydroxysuccinimide ester', 'N-biotinyl-epsilon-aminocaproic acid N-hydroxysuccinimide ester', 'succinimidyl-6-biotinamide hexanoate']
C0053755	['bis(tert-butoxycarbonyl)oxide', 'Boc(2)O cpd', 'Boc2O cpd', 'di-tert-butyl dicarbonate', 'di-tert-butyl pyrocarbonate', 'di-tert-butyldicarbonate']
C0053757	['bis(tripolyphosphate)dysprosium(III)', 'Dy(P3O10)(7-)', 'Dy(PPP)2', 'Dy(PPP)2(7-)', 'Dy(TPP)(2)']
C0053773	["3,3'-bis(alpha-(trimethylammonium)methyl)azobenzene", 'Bis-Q']
C0053839	['Blankophor BA']
C0053855	['blue dextran', 'dextran blue']
C0053856	['Blue Dextran Sepharose', 'blue dextran-sepharose']
C0053911	['BHR-SP', 'Bolton Hunter reagent-substance P conjugate', 'Substance P, 1-de(N2-(6-methyl-1-oxooctyl)-L-2,4-diaminobutanoic acid)-, (S)-']
C0053913	['BH-CCK(8S)', 'BH-CCK8', 'Bolton Hunter-cholecystokinin octapeptide']
C0053914	['Bolton Hunter-eledoisin ligand', 'eledoisin-Bolton Hunter ligand', 'I-BHE']
C0053915	['Bolton-Hunter reagent', 'iodo-p-hydroxyphenylpropionic acid N-hydroxysuccinimide ester', 'N-hydroxysuccinimide iodo-p-hydroxyphenylpropionate']
C0053940	["Bonney's Blue"]
C0053942	['Borax', 'borax', 'Borax', 'borax', 'Borax', 'Borax', 'Borax', 'Na(2)B(4)O(7) decahydrate', 'sodium borate decahydrate', 'Sodium Borate Decahydrate', 'sodium borate decahydrate', 'Sodium Borate Decahydrate', 'Sodium Borate', 'SODIUM BORATE']
C0053953	['boron tetraphenylporphyrin', 'BTPP']
C0053963	['Acetic acid, mixt. with formaldehyde and 2,4,6-trinitrophenol', 'Bouin fluid (substance)', 'Bouin fluid', "Bouin's fluid", "Bouin's solution", "Bouin's solution", "Bouin's solution", "Bouin's solution", "FLUID, BOUIN'S"]
C0053971	['8,18-Nle-13-Lys(N-epsilon-4-azido-2-nitrophenyl)-34-Tyr bovine parathyroid hormone (1-34) amide', '8,18-norleucyl-13-lysyl(N-epsilon-4-azido-2-nitrophenyl)-34-Tyrosine bovine parathyroid hormone (1-34) amide', 'bovine parathyroid hormone (1-34)NH2, Nle(8), Lys(N-epsilon-4-azido-2-nitrophenyl)(13), Nle(18), Tyr(34)-', 'bovine parathyroid hormone, 8-norleucyl-13-lysyl(N-epsilon-4-azido-2-nitrophenyl)-18-norleucyl-34-tyrosine-', 'bPTH (1-34) amide, 8,18-Nle-13-Lys(N-epsilon-4-azido-2-nitrophenyl)-34-Tyr-', 'NLT-bPTH', 'parathyroid hormone (1-34)amide, Nle(8), Lys(N-epsilon-4-azido-2-nitrophenyl)(13), Nle(18), Tyr(34)-, bovine']
C0053976	['bovine serum albumin-dextran conjugate', 'BSA-dextran conjugate', 'BSADC']
C0053977	['bovine serum albumin-DTPA complex', 'BSA-DTPA']
C0053978	['bovine serum albumin-galactose (39)', 'bovine serum albumin-galactose(39)', 'Gal(39)-BSA', 'Gal-BSA', 'galactosyl-BSA', 'galactosylated bovine serum']
C0054031	['brasilin', 'Brazilin stain (substance)', 'Brazilin stain', 'brazilin', 'brazilin', 'brazilin', 'Brazilin']
C0054052	['7-(diethylamino)-3-imino-8-methyl-3H-phenoxazine.HCl', 'Brilliant cresyl blue stain (substance)', 'Brilliant cresyl blue stain', 'Brilliant cresyl blue', 'Brilliant cresyl blue', 'Brilliant Cresyl Blue', 'Brilliant Cresyl Blue', 'BRILLIANT CRESYL BLUE', 'Brilliant cresyl blue', 'Cresyl blue BBS', 'cresyl blue']
C0054053	['(4-(4-(diethylamino)-alpha-phenylbenzylidene)-2,5-cyclohexadien-1-ylidene)diethylammonium sulfate', '(4-(p-(diethylamino)-alpha-phenylbenzylidene)-2,5-cyclohexadien-1-ylidene)diethylammonium sulfate', 'Brilliant green (substance)', 'Brilliant Green', 'brilliant green', 'brilliant green', 'brilliant green', 'BRILLIANT GREEN', 'brilliant green', 'brilliant green', 'brilliant green', 'Brilliant Green', 'BRILLIANT GREEN', 'Brilliant green', 'BRILLIANT GREEN', 'BRILLIANT GREEN', 'Brilliant green-containing product', 'emerald greens', 'Product containing brilliant green (medicinal product)']
C0054100	['2-bromoacetaldehyde', 'bromoacetaldehyde']
C0054105	['bromoacetylcarnitine', 'carnitine bromoacetate']
C0054123	['bromohydrins']
C0054126	["4,4'-(3H-2,1-benzoxathiol-3-ylidene)bis(2-bromophenol), S,S-dioxide", 'bromophenol red']
C0054130	['3-bromopyruvate', 'bromopyruvate']
C0054133	['3,3,3-trifluorobromoacetone', '3-bromo-1,1,1-trifluoro-2-propanone', '3-bromo-1,1,1-trifluoropropanone', 'bromotrifluoroacetone']
C0054135	['1H,7H-Pyrazolo(1,2-a)pyrazole-3-methanaminium, 5-(bromomethyl)-N,N,N,2,6-pentamethyl-1,7-dioxo-', 'bromotrimethylammoniobimane', 'BTMAB', 'monobromotrimethylammoniobimane']
C0054147	['2-bromo-2-nitro-1,3-propanediol', '2-bromo-2-nitropropane-1,3-diol (substance)', '2-bromo-2-nitropropane-1,3-diol', '2-bromo-2-nitropropane-1,3-diol', '2-Bromo-2-nitropropane-1,3-diol', '2-bromo-2-nitropropane-1,3-diol-containing product', '2-Nitro-2-bromo-1,3-propanediol', 'beta-Bromo-beta-nitrotrimethyleneglycol', 'Bronopol', 'Bronopol', 'bronopol', 'bronopol', 'Bronopol', 'BRONOPOL', 'bronopol', 'Bronopol', 'BRONOPOL', 'BRONOPOL', 'Bronopol', 'Bronopolu', 'Bronopolum', 'bronosol', 'Product containing 2-bromo-2-nitropropane-1,3-diol (medicinal product)']
C0054232	['3,5-bis(1,1-dimethylethyl)phenol methylcarbamate', 'butacarb']
C0054392	["2-naphthalenesulfonic acid, 7,7'-(carbonyldiimino)bis(4-hydroxy-3-(2-(2-sulfo-4-(2-(4-sulfophenyl)diazenyl)phenyl)diazenyl)-, sodium salt (1:6)", "7,7'-(carbonyldiimino)bis(4-hydroxy-3-((2-sulfo-4-((4-sulfophenyl)azo)phenyl) azo)-2-naphthalenesulfonic acid)", 'C.I. direct red 80', 'C.I. direct red 80', 'C.I. direct red 80, hexasodium salt', 'Chlorantine fast red 7BLN', 'direct red 80', 'Direct red 80', 'picrosirius red', 'Pontamine fast red 7BLN', 'sirius red F 3B', 'Sirius red F3B stain (substance)', 'Sirius red F3B stain', 'Sirius Red F3B', 'Sirius red F3B']
C0054411	['cadmium carbonate']
C0054418	['cadmium telluride', 'Cd-Te', 'CdTe cpd']
C0054476	['calcium nitrate', 'calcium nitrate', 'calcium nitrates']
C0054484	["4-methyl-1,2-bis(2,2'-bis(carboxymethyl)aminophenoxy)ethane acetoxymethyl tetraester", 'calcium specific chelator', 'Glycine, N-(2-((acetyloxy)methoxy)-2-oxoethyl)-N-(2-(2-(2-(bis(2-((acetyloxy)methoxy)-2-oxoethyl)amino)-5-methylphenoxy)ethoxy)phenyl)-, (acetyloxy)methyl ester', 'MAPTAM buffer']
C0054486	['calcium tungstate', 'calcium tungstate(VI)', 'Tungstic acid (H2WO4) calcium salt (1:1)']
C0054495	['calcon', 'Calcon', 'eriochrome blue black R', 'Eriochrome blue black R', 'pontachrome blue black reagent', 'Solochrome dark blue stain (substance)', 'Solochrome dark blue stain', 'Solochrome dark blue stain', 'Solochrome dark blue']
C0054615	['capron', 'capron', 'poly(hexahydro-2H-azepin-2-one)', 'polycaprolactam']
C0054642	['1,3-bis(hydroxymethyl)urea', '1,3-bis(hydroxymethyl)urea', 'carbamol', 'carbamol', 'dimethylol urea', "N,N'-Bis(hydroxymethyl) urea", "N,N'-bis(hydroxymethyl)urea", 'oxymethurea', 'oxymethurea']
C0054673	['2-(2-ethoxyethoxy)ethanol', 'carbitol', 'carbitol', 'Carbitol', 'Diethylene glycol monoethyl ether (substance)', 'diethylene glycol monoethyl ether', 'Diethylene Glycol Monoethyl Ether', 'diethylene glycol monoethyl ether', 'Diethylene Glycol Monoethyl Ether', 'diethylene glycol monoethyl ether', 'Diethylene Glycol Monoethyl Ether', 'DIETHYLENE GLYCOL MONOETHYL ETHER', 'Diethylene glycol monoethyl ether', 'diethylene glycol monoethyl ether', 'ethyl carbitol', 'ethylcarbitol']
C0054677	['benzyloxycarbonyl-Phe-Arg 4-methyl-7-coumarylamide', 'benzyloxycarbonyl-phenylalanylarginine-4-methylcoumaryl-7-amide', 'CBZ-Phe-Arg-MCA', 'L-Argininamide, N-((phenylmethoxy)carbonyl)-L-phenylalanyl-N-(4-methyl-2-oxo-2H-1-benzopyran-7-yl)-', 'Z-Phe-Arg-4-NMec', 'Z-Phe-Arg-AMC', 'ZFRN-Mec']
C0054682	['benzyloxycarbonylphenylalanine', 'carbobenzoxyphenylalanine', 'Z-Phe']
C0054692	['carbogen', 'carbogen', 'Carbogen', 'CARBOGEN', 'carbogen', 'carbogen']
C0054696	['C-D-transferrin', 'carbohydrate deficient transferrin (CDT)', 'Carbohydrate deficient transferrin (substance)', 'Carbohydrate deficient transferrin', 'carbohydrate-deficient transferrin', 'carbohydrate-deficient transferrin', 'cdt', 'Transferrin.carbohydrate deficient', 'Transferrin.carbohydrate deficient', 'Transferrin.carbohydrate deficient']
C0054697	['carbol fuchsin', 'CARBOL FUCHSIN', 'Carbol fuchsin', 'Carbol-fuchsin (substance)', 'carbol-fuchsin solution', 'Carbol-fuchsin stain', 'Carbol-fuchsin stain', 'Carbol-fuchsin stain', 'carbol-fuchsin', 'carbol-fuchsin', 'Carbol-fuchsin', 'carbol-fuchsin', 'Carbol-fuchsin-containing product', 'carbolfuchsin', 'Product containing carbol-fuchsin (medicinal product)']
C0054730	['carboxy-inulin', 'Inulin, 6-carboxy']
C0054801	['2-Anthracenecarboxylic Acid, 7-Beta-D-Glucopyranosyl-9,10-Dihydro-', 'Carminic acid stain (substance)', 'Carminic acid stain', 'Carminic acid', 'Carminic Acid', 'carminic acid', 'carminic acid', 'Carminic Acid', 'CARMINIC ACID', 'CARMINIC ACID', 'Carminic acid', 'Natural Red 4']
C0054924	['CCI 103F', 'CCI-103F']
C0054935	['CD 2 color developer', 'CD-2 color developer', 'Color Developer CD 2 (product)', 'Color developer CD 2 (substance)', 'Color developer CD 2', 'Colour developer CD 2']
C0054936	['CD 3 color developer', 'CD-3 color developer', 'Color Developer CD 3 (product)', 'Color developer CD 3 (substance)', 'Color developer CD 3', 'Colour developer CD 3']
C0054939	['CD 4 Color Developer', 'CD-4 Color Developer', 'Color Developer CD 4 (product)', 'Color developer CD 4 (substance)', 'Color developer CD 4', 'Colour developer CD 4']
C0055019	['1-carbamoyl-7-(diethylamino)-3,4-dihydroxyphenoxazinium chloride', 'C.I. mordant blue 14', 'Celestine blue B stain (substance)', 'Celestine blue B stain', 'celestine Blue B', 'Celestine Blue', 'Celestine Blue', 'Celestine blue', 'Coelestine blue B stain', 'Coelestine blue', 'Mordant blue 14']
C0055039	["4,4'-bis(4,6-dianilino-1,3,5-triazin-2-yl)amino- stilbene-2,2'disulfonate disodium salt", 'cellu-brite']
C0055040	['cellufluor']
C0055113	['Ceric Ammonium Nitrate', 'ceric ammonium nitrate']
C0055114	['ceric oxide', 'ceric oxide', 'CERIC OXIDE', 'cerium dioxide', 'cerium oxide (CeO2)', 'cerium oxide']
C0055118	['cerium phosphate']
C0055136	['cesium iodide']
C0055138	['cesium sulfate', 'sulfuric acid, dicesium salt']
C0055270	['3-((3-cholamidopropyl)dimethylammonio)-2-hydroxy-1-propane sulfonate', 'chapso']
C0055280	['Chelex 100']
C0055307	['chinese ink']
C0055313	['Chirasil-Val']
C0055348	['chlorcaoutchouc', 'chlorkautchuk']
C0055406	['1,3-Cyclohexanedione, 2-chloro-5,5-dimethyl-', '2-chlorodimedone', 'chlorodimedone', 'monochlorodimedon', 'monochlorodimedone']
C0055453	['chlorobutynoic acid', 'chlorotetrolic acid']
C0055456	['chlorotris(diphenylphosphinobenzene-3-sulfonate)rhodium (I)', 'chlorotris(diphenylphosphinobenzene-m-sulfonate)rhodium (I)', 'RHCLDPM', 'Rhodate(3-), chlorotris(3-(diphenylphosphino)benzenesulfonato-P)-, trihydrogen, (SP-4-2)-']
C0055552	['Cholesterol benzoate', 'Cholesteryl benzoate (substance)', 'cholesteryl benzoate', 'Cholesteryl benzoate', 'cholestryl benzoate']
C0055555	['cholesterol iopanoate', 'cholesteryl iopanoate']
C0055560	['cholesterol octanoate', 'cholesteryl caprylate', 'Cholesteryl octanoate (substance)', 'cholesteryl octanoate', 'Cholesteryl octanoate']
C0055612	['5-((3-carboxy-5-methyl-4-oxo-2,5-cyclohexadien-1- ylidene)(2,6-dichlorophenyl)methyl)-2-hydroxy-3- methylbenzoic acid, disodium salt', 'acid solochrome azurine', 'chromazurol B']
C0055613	['chromalum', 'chrome alum', 'chrome alum', 'chromic potassium sulfate', 'sulfuric acid, chromium(3+) potassium salt (2:1:1)']
C0055614	['5-((3-carboxy-5-methyl-4-oxo-2,5-cyclohexadien-1-ylidene)-(2,6-dichloro-3-sulfophenyl)methyl)-2-hydroxy- 3-methylbenzoic acid trisodium salt', 'chromazurol S', 'Chrome azurol red', 'Chrome azurol S stain (substance)', 'Chrome azurol S stain', 'chrome azurol S', 'chrome azurol S', 'Chrome azurol S']
C0055622	['chromium adenosine diphosphate', 'CrADP']
C0055624	['chromium arylazido-beta-alanyl adenosine triphosphate', 'chromium arylazido-beta-alanyl ATP', 'CrATPa']
C0055625	['chromium dioxide', 'chromium dioxide', 'chromium dioxide', 'chromium oxide (CrO2)', 'chromium oxide', 'chromium(IV) oxide']
C0055628	['chromic oxide (Cr2O3)', 'chromic oxide', 'Chromic Oxide', 'chromium (3+) oxide', 'chromium (III) oxide', 'chromium oxide', 'chromium oxide', 'Chromium Oxide', 'chromium oxide', 'chromium(III) oxide', 'dichromium trioxide']
C0055630	['chromic anhydride', 'Chromium trioxide (substance)', 'chromium trioxide', 'Chromium Trioxide', 'chromium trioxide', 'Chromium Trioxide', 'CHROMIUM TRIOXIDE', 'Chromium trioxide', 'CHROMIUM TRIOXIDE']
C0055633	['cga', 'cgas', 'CHGA Protein', 'Chromogranin A (substance)', 'Chromogranin A', 'Chromogranin A', 'Chromogranin A', 'Chromogranin A', 'Chromogranin A', 'chromogranin a', 'Chromogranin A', 'Parathyroid Secretory Protein', 'Secretory Protein I, Parathyroid Gland', 'Secretory Protein, Parathyroid']
C0055644	['4,5-dihydroxy-2,7-naphthalenedisulfonic acid', 'chromotropic acid']
C0055645	['chromium chloride (medication)', 'Chromium chloride (substance)', 'chromium chloride', 'chromium chloride', 'Chromium Chloride', 'chromium chloride', 'Chromium chloride', 'Chromium chloride-containing product', 'chromium dichloride', 'chromous chloride', 'chromous chloride', 'chromous chloride', 'mineral supplements chromium chloride', 'Product containing chromium chloride (medicinal product)']
C0055663	['4- (phenylazo)-m-phenylenediamine.HCl', 'Basic orange 2', 'C.I. Basic Orange 2', 'C.I. Solvent Orange 3', 'Chrysoidine orange', 'Chrysoidine Y stain (substance)', 'Chrysoidine Y stain', 'Chrysoidine Y stain', 'chrysoidine Y', 'Chrysoidine Y', 'chrysoidine']
C0055735	['2-Propenoic acid, 3-(4-(2-hydroxyethoxy)-3-methoxyphenyl)-', 'cinametic acid', 'cinametic acid', 'cinametic acid', 'Cinametic Acid', 'CINAMETIC ACID', 'cinametique acid']
C0055882	['Clinitest', 'clinitest']
C0056022	['Co(3)-NH3(6)', 'Co(III)hexammine', 'cobalt ammonium complex', 'Cobalt(3+), hexaammine-, (OC-6-11)-', 'cobalt(III) hexaammine', 'hexaammine cobalt(III)', 'hexammine cobalt(III)']
C0056132	['colon-cancer-associated antigen', 'colon-specific antigen', 'tumor derived colon-specific antigen']
C0056215	['compound 351 A', 'compound 351-A', 'L-Proline, 1-(N2-(1-carboxy-3-phenylpropyl)-N6-((4-hydroxyphenyl)iminomethyl)-L-lysyl)-, (S)-', 'L-proline, N2-((1S)-1-carboxy-3-phenylpropyl)-N6-((4-hydroxyphenyl)iminomethyl)-L-lysyl-', 'MK-521-4-hydroxybenzamidine']
C0056270	['acid blue 90', 'Acid Blue 90', 'brilliant blue G', 'Brilliant blue G', 'Brilliant Blue G', 'brilliant blue G', 'brilliant blue G', 'BRILLIANT BLUE G', 'brilliant blue G', 'BRILLIANT BLUE G', 'C.I. acid blue 90', 'C.I. Acid Blue 90', 'coomassie blue G', 'Coomassie brilliant blue G 250', 'Coomassie Brilliant Blue G', 'Coomassie brilliant blue G250', 'Coomassie brilliant blue G250', 'coomassie Brilliant Blue', 'coomassie brilliant blue', 'Page blue G-90 stain (substance)', 'Page blue G-90 stain', 'Page blue G-90', 'serva blue G', 'xylene brilliant cyanine G', 'Xylene brilliant cyanine G']
C0056300	['copper pyruvaldehyde bis(N(4)-methylthiosemicarbazone) complex', 'Cu(PTSM)', 'CU-PTSM']
C0056341	['Coriphosphine stain (substance)', 'Coriphosphine stain', 'coriphosphine', 'coriphosphine', 'Coriphosphine', 'N6,N6,2-trimethyl-3,6-acridinediamine.HCl']
C0056403	['corynetoxins']
C0056484	['Cresyl violet stain (substance)', 'Cresyl violet stain', 'cresyl violet', 'Cresyl violet']
C0056485	['cresyl violet acetate', 'CRESYL VIOLET ACETATE']
C0056528	['crotonol', 'crotonyl alcohol', 'crotyl alcohol', 'trans-2-buten-1-ol']
C0056588	['alpha, alpha- dimethylbenzyl hydroperoxide', 'cumene hydroperoxide', 'cumyl hydroperoxide', 'cumylhydroperoxide', 'isopropyl benzene hydroperoxide']
C0056594	['copper ferrocyanide', 'cupric ferrocyanide', "Hatchett's brown"]
C0056604	['copper thiocyanate', 'cuprous thiocyanate', 'CuSCN', 'thiocyanic acid, copper(1+) salt']
C0056610	['Cm(NO3)3', 'curium nitrate', 'nitric acid, curium(3+) salt (3:1)']
C0056638	['CYASORB UV 2098', 'CYASORB UV-2098']
C0056642	['cyalum', 'cyalume']
C0056654	['1,4-di-4-toluidinoanthraquinone', 'cyanine green G base', 'D & C GREEN #6', 'D & C Green #6', 'D and C green no.6', 'D&C Green #6', 'D&C Green No. 6', 'D&C GREEN NO. 6', 'D&C Green No. 6', 'D&C GREEN NO. 6', 'D&C GREEN NO. 6', 'D.C. Green No. 6', 'F D & C GREEN #6', 'FD and C green no.6', 'solvent green 3']
C0056655	['cyanoacetic acid']
C0056663	['cyanmethaemoglobin', 'Cyanmethaemoglobin', 'Cyanmethemoglobin (substance)', 'Cyanmethemoglobin', 'Cyanmethemoglobin', 'Cyanmethemoglobin', 'cyanmethemoglobin', 'cyano methemoglobin', 'cyanoferrihemoglobin', 'cyanomethemoglobin', 'cyanomethemoglobin', 'CYANOMETHEMOGLOBIN', 'ferricyanohemoglobin']
C0056671	['cyanopindolol azide-2', 'CYP-azide-2']
C0056692	["adenosine, 5'-O-(4,6-dihydroxy-1,3,5,2,4,6-trioxaariphosphorinan-2-yl)-, P,P',P''-trioxide", "Adenosine, 5'-O-(4,6-dihydroxy-1,3,5,2,4,6-trioxatriphosphorinan-2-yl)-, P,P',P''-trioxide", "adenosine, 5'-O-(4,6-dihydroxy-1,3,5,2,4,6-trioxotriphosphorinan-2-yl)-, P,P',P''-trioxide", "adenosine-5'-trimetaphosphate", 'ATMP', 'CATMP', "cyclic adenosine-5'-trimetaphosphate", "monoadenosine 5'-trimetaphosphate"]
